taxid,cultures,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes,lineage
505,['693'],Kingella oralis,2,2420532,1314414,2639,2539, Pseudomonadota  Betaproteobacteria  Neisseriales  Neisseriaceae  Kingella
171404,"['J75', '220']",Paenibacillus agaridevorans,1,9041977,4657555,7196,7009, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
228410,['1583'],Nitrosomonas europaea ATCC 19718,1,2812094,1426243,2667,2550, Pseudomonadota  Betaproteobacteria  Nitrosomonadales  Nitrosomonadaceae  Nitrosomonas  Nitrosomonas europaea
2051957,['1606'],Rubrobacter indicoceani,3,3078689,1963070,3081,3016, Terrabacteria group  Actinomycetota  Rubrobacteria  Rubrobacterales  Rubrobacteraceae  Rubrobacter
412034,['514b'],Celerinatantimonas diazotrophica,1,4005136,1750442,3680,3502, Pseudomonadota  Gammaproteobacteria  Gammaproteobacteria incertae sedis  Celerinatantimonadaceae  Celerinatantimonas
69395,"['595', '830']",Caulobacter henricii,2,3957288,2603436,3792,3681, Pseudomonadota  Alphaproteobacteria  Caulobacterales  Caulobacteraceae  Caulobacter
1501,"['54b', 'J14', '90', '481', '403', 'J160', '760', '480', 'J280', '480b', '9', 'J13', '467', '28', '480d']",Clostridium pasteurianum,1,4351863,1302749,4115,3936, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
1607,"['J84', 'J13', '11']",Loigolactobacillus bifermentans,3,3274863,1449705,3236,3108, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Lactobacillaceae  Loigolactobacillus
2755338,['119'],Aceticella autotrophica,1,2267618,748476,2254,2154, Terrabacteria group  Bacillota  Clostridia  Thermoanaerobacterales  Thermoanaerobacteraceae  Aceticella
582899,"['1091', '830', '1494', 'J574', '1245', '514a', '166', '514']",Hyphomicrobium denitrificans ATCC 51888,1,3638969,2212945,3531,3468, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Hyphomicrobiaceae  Hyphomicrobium  Hyphomicrobium denitrificans
37930,"['53', 'J22', 'J26']",Glutamicibacter protophormiae,3,3933924,2515171,3687,3554, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Glutamicibacter
1563703,['514'],Agarivorans aestuarii,1,4687452,2082304,4342,4203, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Alteromonadaceae  Agarivorans
369723,"['1009', '514', 'J720']",Salinispora tropica CNB-440,1,5183331,3600394,4764,4534, Terrabacteria group  Actinomycetota  Actinomycetes  Micromonosporales  Micromonosporaceae  Salinispora  Salinispora tropica
1344584,['1098'],Archaeoglobus fulgidus DSM 8774,1,2316287,1113590,2685,2610, Euryarchaeota  Archaeoglobi  Archaeoglobales  Archaeoglobaceae  Archaeoglobus  Archaeoglobus fulgidus
2865673,"['84', '65', 'J43']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1431546,"['J28', '535', '693']",Corynebacterium aquilae DSM 44791,1,2926437,1782698,2475,2393, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Corynebacteriaceae  Corynebacterium  Corynebacterium aquilae
568814,"['J14', 'J740', '104', '693']",Streptococcus suis BM407,2,2170808,890299,2136,1997, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Streptococcaceae  Streptococcus  Streptococcus suis
1123288,"['220', '830', '693', '92', '1468', '311', '514', '1464']",Sporomusa ovata DSM 2662,1,5433971,2357720,5315,5112, Terrabacteria group  Bacillota  Negativicutes  Selenomonadales  Sporomusaceae  Sporomusa  Sporomusa ovata
926571,"['J1004', '1630c', '1630']",Nitrososphaera viennensis EN76,1,2527938,1332614,2993,2935, TACK group  Nitrososphaerota  Nitrososphaeria  Nitrososphaerales  Nitrososphaeraceae  Nitrososphaera  Nitrososphaera viennensis
2865673,"['84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
291645,"['J14', '1203a', '693']",Bacteroides nordii,1,5678582,2308212,4355,4199, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Bacteroidia  Bacteroidales  Bacteroidaceae  Bacteroides
827,"['413', '693']",Campylobacter ureolyticus,1,1820334,527719,1843,1768, Campylobacterota  Epsilonproteobacteria  Campylobacterales  Campylobacteraceae  Campylobacter
2005703,['693'],Enterococcus wangshanyuanii,5,4155954,1548966,4214,4104, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Enterococcaceae  Enterococcus
2586965,['88'],Nanobdella aerobiophila,1,668961,164812,765,719, DPANN group  Nanoarchaeota  Nanobdellia  Nanobdellales  Nanobdellaceae  Nanobdella
2057025,['830'],Spirosoma pollinicola,1,8794837,4207958,7618,7456, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cytophagaceae  Spirosoma
29430,"['693', '92']",Acinetobacter haemolyticus,1,3441166,1364677,3189,3061, Pseudomonadota  Gammaproteobacteria  Moraxellales  Moraxellaceae  Acinetobacter
318161,['514a'],Shewanella denitrificans OS217,1,4545906,2052439,3966,3786, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Shewanellaceae  Shewanella  Shewanella denitrificans
572547,"['846a', 'J989']",Aminobacterium colombiense DSM 12261,1,1980592,897344,1962,1895, Synergistota  Synergistia  Synergistales  Aminobacteriaceae  Aminobacterium  Aminobacterium colombiense
364410,['1186'],Granulibacter bethesdensis,1,2708311,1591298,2439,2364, Pseudomonadota  Alphaproteobacteria  Rhodospirillales  Acetobacteraceae  Granulibacter
76258,['514'],Vibrio rumoiensis,4,4207152,1779842,3844,3623, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
1824,"['830', '65']",Nocardia asteroides,1,6983363,4879682,6476,6344, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Nocardia
483547,"['J683', '1249']",Geoalkalibacter subterraneus,2,3717645,2107089,3614,3513, Thermodesulfobacteriota  Desulfuromonadia  Desulfuromonadales  Geoalkalibacteraceae  Geoalkalibacter
72557,"['J14', '533', '81', 'J12', '220a', '457', 'J13', '58', '1', 'J154', '311c']",Achromobacter ruhlandii,1,6366684,4296625,5859,5710, Pseudomonadota  Betaproteobacteria  Burkholderiales  Alcaligenaceae  Achromobacter
2865673,"['J104', '547', '84', '65', 'J58']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2572923,"['J118', '514f']",Vibrio taketomensis,3,4360007,1931294,4104,3646, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
187452,"['J111', '11']",Pediococcus claussenii,3,1950035,722884,1949,1849, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Lactobacillaceae  Pediococcus
1440763,['1'],Luteibacter rhizovicinus DSM 16549,1,4765486,3084309,4380,4297, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Rhodanobacteraceae  Luteibacter  Luteibacter rhizovicinus
2865673,"['84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
2865673,"['84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
561061,['830'],Sphingobacterium psychroaquaticum,1,4396536,1831575,3621,3532, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Sphingobacterium
195709,"['1210a', '11', '92', '514c', '381', '58', '54', '514', '104c', '830', 'J346', '98', '104', '1203a', '1', '215', '753', 'J606', '339', '1a', '252', 'J28', 'J27', '948', '123', '535', 'J13', '78', '65', 'J14', '830c', '535a', '220', '54a', 'J26', '693']",Xanthomonas arboricola pv. juglandis,1,4997863,3282911,4314,4175, Pseudomonadota  Gammaproteobacteria  Lysobacterales  Lysobacteraceae  Xanthomonas  Xanthomonas arboricola
419665,['141'],Methanococcus aeolicus Nankai-3,1,1569500,471438,1572,1514, Euryarchaeota  Methanomada group  Methanococci  Methanococcales  Methanococcaceae  Methanococcus  Methanococcus aeolicus
46679,"['830a', 'J12']",Pseudomonas mucidolens,1,5853167,3458394,5429,5126, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas fluorescens group
421767,['220'],Peribacillus butanolivorans,1,5568346,2128611,5423,5137, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Peribacillus
1150461,"['J14', '58', 'J13']",Bifidobacterium scardovii JCM 12489 = DSM 13734,1,3158347,2041269,2599,2485, Terrabacteria group  Actinomycetota  Actinomycetes  Bifidobacteriales  Bifidobacteriaceae  Bifidobacterium  Bifidobacterium scardovii
248026,['1a'],Cupriavidus pinatubonensis,4,7548664,4853003,7042,6808, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Cupriavidus
1158459,['1'],Kosakonia sacchari,1,4902106,2634265,4683,4521, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Kosakonia
2865673,"['252', 'J42', '84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
104628,['1279'],Helicobacter suis,3,1682860,674981,1766,1656, Campylobacterota  Epsilonproteobacteria  Campylobacterales  Helicobacteraceae  Helicobacter
99653,"['535', 'J43']",Rhodococcus koreensis,5,10909875,7328916,10068,9604, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Nocardiaceae  Rhodococcus
2527968,['1560'],Aureliella helgolandensis,1,8439957,4665506,6020,5902, PVC group  Planctomycetota  Planctomycetia  Pirellulales  Pirellulaceae  Aureliella
515635,['516'],Dictyoglomus turgidum DSM 6724,1,1855560,630099,1877,1812, Dictyoglomota  Dictyoglomia  Dictyoglomales  Dictyoglomaceae  Dictyoglomus  Dictyoglomus turgidum
1284,"['693', '92']",Staphylococcus hyicus,1,2472129,879532,2391,2296, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Staphylococcus
2865673,"['J50', 'J42', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
1852374,['110'],Ezakiella massiliensis,1,1741785,639071,1653,1574, Terrabacteria group  Bacillota  Tissierellia  Tissierellia incertae sedis  Ezakiella
388413,['514'],Algoriphagus machipongonensis,1,4787724,1852171,4028,3965, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Cyclobacteriaceae  Algoriphagus
149016,['693'],Streptococcus urinalis,1,2144000,734919,2235,2021, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Streptococcaceae  Streptococcus
1219067,"['115', '514', '246']",Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,2,5175153,2333322,4686,4496, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio  Vibrio harveyi group  Vibrio natriegens
2865673,"['252', '84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
446860,"['J28', 'J26', '535']",Kocuria flava,5,3638342,2689747,3305,3194, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Kocuria
109328,"['78', '693']",Leptotrichia trevisanii,3,2870544,878367,2635,2536, Fusobacteriota  Fusobacteriia  Fusobacteriales  Leptotrichiaceae  Leptotrichia
1218493,['11'],Lactobacillus kullabergensis,1,2018944,722626,1898,1804, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Lactobacillaceae  Lactobacillus
1535208,"['J118', '514']",Barrientosiimonas endolithica,1,3684144,2667551,3729,3197, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Dermacoccaceae  Barrientosiimonas
2731220,"['J198', '119', 'J702']",Methanobacterium alkalithermotolerans,1,2187077,795050,2195,2140, Euryarchaeota  Methanomada group  Methanobacteria  Methanobacteriales  Methanobacteriaceae  Methanobacterium
2865673,"['84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
523846,"['J251', '203']",Methanothermus fervidus DSM 2088,1,1243342,393356,1371,1306, Euryarchaeota  Methanomada group  Methanobacteria  Methanobacteriales  Methanothermaceae  Methanothermus  Methanothermus fervidus
185008,"['110', 'J118', '67', '9', '704', '1614', '514', '330']",Butyrivibrio hungatei,4,3386314,1344683,3091,3017, Terrabacteria group  Bacillota  Clostridia  Lachnospirales  Lachnospiraceae  Butyrivibrio
44750,"['535a', '535', 'J26']",Corynebacterium auris,1,2439611,1634122,2306,2200, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Corynebacteriaceae  Corynebacterium
682795,['1285'],Granulicella mallensis MP5ACTX8,1,6237577,3612173,4811,4744, Acidobacteriota  Terriglobia  Terriglobales  Acidobacteriaceae  Granulicella  Granulicella mallensis
373672,['545'],Chryseobacterium gambrini,1,4510621,1624538,4158,4026, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Chryseobacterium group  Chryseobacterium
697329,"['J675', '436']",Ruminococcus albus 7 = DSM 20455,5,4482087,1954876,4130,4001, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Oscillospiraceae  Ruminococcus  Ruminococcus albus
184924,['514'],Pseudoalteromonas maricaloris,2,5645692,2437751,4934,4751, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Pseudoalteromonadaceae  Pseudoalteromonas
1315282,['514'],Pseudoalteromonas prydzensis ACAM 620,2,5205557,2145546,4653,4458, Pseudomonadota  Gammaproteobacteria  Alteromonadales  Pseudoalteromonadaceae  Pseudoalteromonas  Pseudoalteromonas prydzensis
200450,"['1a', '220a']",Pseudomonas trivialis,1,5634667,3433841,5098,4917, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas fluorescens group
216142,['1'],Pseudomonas rhizosphaerae,1,4688635,2906684,4226,4094, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas
292459,"['1293', 'J653']",Symbiobacterium thermophilum IAM 14863,1,3566135,2448808,3384,3233, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Symbiobacteriaceae  Symbiobacterium  Symbiobacterium thermophilum
2781774,['92'],Staphylococcus lloydii,1,2569383,857811,2573,2473, Terrabacteria group  Bacillota  Bacilli  Bacillales  Staphylococcaceae  Staphylococcus
539813,"['J22', '1', '535', 'J443']",Enterobacter mori,2,4844012,2690747,4597,4430, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Enterobacter
1768108,['830'],Deinococcus actinosclerus,1,3264334,2304592,3298,3202, Terrabacteria group  Deinococcota  Deinococci  Deinococcales  Deinococcaceae  Deinococcus
1844006,['514'],Phaeobacter porticola,6,4207221,2464779,4019,3893, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Roseobacteraceae  Phaeobacter
48074,['514'],Microbulbifer hydrolyticus,1,4209307,2424574,3565,3474, Pseudomonadota  Gammaproteobacteria  Cellvibrionales  Microbulbiferaceae  Microbulbifer
2761123,['403'],Borrelia maritima,8,1109596,309105,1078,990, Spirochaetota  Spirochaetia  Spirochaetales  Borreliaceae  Borrelia
118062,['119'],Methanobacterium congolense,2,2469575,950534,2398,2335, Euryarchaeota  Methanomada group  Methanobacteria  Methanobacteriales  Methanobacteriaceae  Methanobacterium
190897,['514'],Vibrio gallicus,2,3518157,1540772,3226,3066, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
171404,['220'],Paenibacillus agaridevorans,1,9041977,4657555,7196,7009, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
714943,['830'],Mucilaginibacter paludis DSM 18603,1,8408322,3603400,7075,6970, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Mucilaginibacter  Mucilaginibacter paludis
178306,['390'],Pyrobaculum aerophilum str. IM2,1,2222430,1141496,2637,2562, TACK group  Thermoproteota  Thermoprotei  Thermoproteales  Thermoproteaceae  Pyrobaculum  Pyrobaculum aerophilum
1725232,"['J389', '252', '63', '65']",Candidatus Desulfovibrio trichonymphae,1,1410056,772968,1377,1273, Thermodesulfobacteriota  Desulfovibrionia  Desulfovibrionales  Desulfovibrionaceae  Desulfovibrio
106370,"['1536', '737']",Frankia casuarinae,1,5433628,3807822,4724,4523, Terrabacteria group  Actinomycetota  Actinomycetes  Frankiales  Frankiaceae  Frankia
1881,"['J47', '554', '65']",Micromonospora viridifaciens,1,7073985,5099932,6488,6262, Terrabacteria group  Actinomycetota  Actinomycetes  Micromonosporales  Micromonosporaceae  Micromonospora
353,"['90', '220', '441', '3', '693']",Azotobacter chroococcum,4,5023055,3322014,4762,4513, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Azotobacter group  Azotobacter
2109914,['535'],Ottowia oryzae,1,3901011,2605771,3602,3491, Pseudomonadota  Betaproteobacteria  Burkholderiales  Comamonadaceae  Ottowia
591019,"['J244', '795']",Staphylothermus hellenicus DSM 12710,1,1580347,582173,1693,1633, TACK group  Thermoproteota  Thermoprotei  Desulfurococcales  Desulfurococcaceae  Staphylothermus  Staphylothermus hellenicus
254,['92'],Chryseobacterium indoltheticum,1,4253895,1458089,3936,3821, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Flavobacteriia  Flavobacteriales  Weeksellaceae  Chryseobacterium group  Chryseobacterium
188937,"['J1110', '120b']",Methanosarcina acetivorans C2A,1,5751492,2454788,4910,4685, Euryarchaeota  Stenosarchaea group  Methanomicrobia  Methanosarcinales  Methanosarcinaceae  Methanosarcina  Methanosarcina acetivorans
171404,['830'],Paenibacillus agaridevorans,1,9041977,4657555,7196,7009, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
457570,['1095'],Natranaerobius thermophilus JW/NM-WN-LF,3,3191453,1158783,3022,2935, Terrabacteria group  Bacillota  Clostridia  Natranaerobiales  Natranaerobiaceae  Natranaerobius  Natranaerobius thermophilus
2496266,"['J27', '535', '830']",Iodobacter ciconiae,1,3877377,1862758,3444,3269, Pseudomonadota  Betaproteobacteria  Neisseriales  Chitinibacteraceae  Iodobacter
173559,"['535', 'J43']",Gordonia sihwensis,2,4358365,2965203,4136,4013, Terrabacteria group  Actinomycetota  Actinomycetes  Mycobacteriales  Gordoniaceae  Gordonia
1555112,['195'],Limnochorda pilosa,1,3817036,2661659,3529,3443, Terrabacteria group  Bacillota  Limnochordia  Limnochordales  Limnochordaceae  Limnochorda
208962,"['J27', '92', '535', '693']",Escherichia albertii,2,4631903,2301271,4490,4269, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Escherichia
2317,"['830', '220', 'J355', '92', '104', '322']",Methanosphaera stadtmanae,1,1767403,488399,1602,1543, Euryarchaeota  Methanomada group  Methanobacteria  Methanobacteriales  Methanobacteriaceae  Methanosphaera
1667239,"['J1046', '514']",Alkalicoccus halolimnae,1,3694897,1657725,3352,3233, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Alkalicoccus
126734,['924a'],Methanofollis aquaemaris,1,2746416,1635388,2595,2533, Euryarchaeota  Stenosarchaea group  Methanomicrobia  Methanomicrobiales  Methanomicrobiaceae  Methanofollis
1356861,['429c'],Francisella orientalis LADL 07-285A,1,1858987,600425,2067,1792, Pseudomonadota  Gammaproteobacteria  Thiotrichales  Francisellaceae  Francisella  Francisella orientalis
82633,"['J22', 'J27', '220']",Cupriavidus pauculus,4,6174043,3958078,5604,5468, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Cupriavidus
84022,['500'],Clostridium aceticum,2,4207037,1484407,3986,3841, Terrabacteria group  Bacillota  Clostridia  Eubacteriales  Clostridiaceae  Clostridium
92172,"['535b', '220a']",Vibrio aerogenes,3,5368019,2454604,4713,4532, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Vibrio
673,"['J22', 'J148', 'J41', 'J61', 'J30', 'J12', 'J118', '514c', 'J26']",Grimontia hollisae,2,3998439,1979634,3654,3478, Pseudomonadota  Gammaproteobacteria  Vibrionales  Vibrionaceae  Grimontia
2056231,"['J569', 'J351', '1302', '514', '1240']",Pseudomonas qingdaonensis,1,5938989,3789498,5466,5294, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas
2528964,['1'],Xanthobacter dioxanivorans,5,6650762,4518999,6357,6012, Pseudomonadota  Alphaproteobacteria  Hyphomicrobiales  Xanthobacteraceae  Xanthobacter
765910,"['J357', '830', '776', '545', 'J346', '1229', '92', 'J118', 'J211', '28', '514', '693']",Marichromatium purpuratum 984,1,3779112,2564660,3333,3229, Pseudomonadota  Gammaproteobacteria  Chromatiales  Chromatiaceae  Marichromatium  Marichromatium purpuratum
726,"['429b', '804']",Haemophilus haemolyticus,1,1934644,744807,1864,1758, Pseudomonadota  Gammaproteobacteria  Pasteurellales  Pasteurellaceae  Haemophilus
490,['693'],Neisseria sicca,1,2566407,1310396,2426,2266, Pseudomonadota  Betaproteobacteria  Neisseriales  Neisseriaceae  Neisseria
265883,"['J413', '1011', '142']",Hydrogenovibrio thermophilus,1,2612894,1318952,2457,2394, Pseudomonadota  Gammaproteobacteria  Thiotrichales  Piscirickettsiaceae  Hydrogenovibrio
116718,['1'],Paenibacillus azoreducens,1,7316152,3510146,6571,6359, Terrabacteria group  Bacillota  Bacilli  Bacillales  Paenibacillaceae  Paenibacillus
1076588,"['J493', '1131']",Thiolapillus brandeum,3,3153637,1773538,3004,2934, Pseudomonadota  Gammaproteobacteria  Chromatiales  Sedimenticolaceae  Thiolapillus
1499973,['1'],Escherichia marmotae,2,4669757,2352614,4465,4233, Pseudomonadota  Gammaproteobacteria  Enterobacterales  Enterobacteriaceae  Escherichia
556054,['830'],Polynucleobacter difficilis,1,1995529,987913,2049,1992, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Polynucleobacter
1122611,"['535', '65', '553']",Nonomuraea coxensis DSM 45129,1,9073954,6548501,8551,8372, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Streptosporangiaceae  Nonomuraea  Nonomuraea coxensis
479435,"['535', '65', 'J43']",Kribbella flavida DSM 17836,1,7579488,5348686,7131,7033, Terrabacteria group  Actinomycetota  Actinomycetes  Propionibacteriales  Kribbellaceae  Kribbella  Kribbella flavida
1432656,"['90', '806', '760', '1713', '1715', 'J280', 'J161', '215', '693']",Thermococcus guaymasensis DSM 11113,1,1920914,1015439,2151,2077, Euryarchaeota  Thermococci  Thermococcales  Thermococcaceae  Thermococcus  Thermococcus guaymasensis
411470,"['110', '104']",Mediterraneibacter gnavus ATCC 29149,1,3549191,1521675,3556,3416, Terrabacteria group  Bacillota  Clostridia  Lachnospirales  Lachnospiraceae  Mediterraneibacter  Mediterraneibacter gnavus
2614638,['693'],Microbacterium caowuchunii,1,3262719,2290681,3090,3010, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Microbacteriaceae  Microbacterium
759811,"['J74', '220', 'J75']",Lysinibacillus pakistanensis,1,5249694,1923150,5235,5000, Terrabacteria group  Bacillota  Bacilli  Bacillales  Bacillaceae  Lysinibacillus
85698,"['J22', 'J12', '461', '1']",Achromobacter xylosoxidans,2,6901970,4657106,6445,6330, Pseudomonadota  Betaproteobacteria  Burkholderiales  Alcaligenaceae  Achromobacter
183795,['220'],Pseudomonas mediterranea,1,6346235,3884148,5602,5466, Pseudomonadota  Gammaproteobacteria  Pseudomonadales  Pseudomonadaceae  Pseudomonas  Pseudomonas fluorescens group
488729,"['830', '693']",Burkholderia metallica,3,7424240,4980910,6702,6523, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Burkholderia  Burkholderia cepacia complex
717772,"['484', '9']",Thiomicrospira aerophila AL3,1,2158359,990950,2104,2044, Pseudomonadota  Gammaproteobacteria  Thiotrichales  Piscirickettsiaceae  Thiomicrospira  Thiomicrospira aerophila
266940,"['J43', '914']",Kineococcus radiotolerans SRS30216 = ATCC BAA-149,3,4956672,3680088,4765,4678, Terrabacteria group  Actinomycetota  Actinomycetes  Kineosporiales  Kineosporiaceae  Kineococcus  Kineococcus radiotolerans
61,"['477', '90', '34', 'J1084', '189', '9']",Vitreoscilla stercoraria,3,2661781,1171514,2623,2467, Pseudomonadota  Betaproteobacteria  Neisseriales  Neisseriaceae  Vitreoscilla
290398,"['J377', '514b', '276']",Chromohalobacter salexigens DSM 3043,1,3696649,2362597,3409,3306, Pseudomonadota  Gammaproteobacteria  Oceanospirillales  Halomonadaceae  Chromohalobacter  Chromohalobacter salexigens
2831968,"['J61', 'J51', '83', '514', '65']",Nocardiopsis akebiae,1,6602217,4780861,5697,5553, Terrabacteria group  Actinomycetota  Actinomycetes  Streptosporangiales  Nocardiopsaceae  Nocardiopsis
37921,"['J22', '53', '714', '65']",Arthrobacter agilis,4,3786308,2575820,3570,3488, Terrabacteria group  Actinomycetota  Actinomycetes  Micrococcales  Micrococcaceae  Arthrobacter
2865673,['65'],Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
34004,"['J22', '774']",Paracoccus aminovorans,4,4038130,2722407,3945,3737, Pseudomonadota  Alphaproteobacteria  Rhodobacterales  Paracoccaceae  Paracoccus
1295826,['92'],Lactococcus cremoris subsp. cremoris KW2,1,2427048,867523,2359,2258, Terrabacteria group  Bacillota  Bacilli  Lactobacillales  Streptococcaceae  Lactococcus  Lactococcus cremoris  Lactococcus cremoris subsp. cremoris
367791,['514'],Flammeovirga yaeyamensis,2,7433553,2568897,5691,5557, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Cytophagia  Cytophagales  Flammeovirgaceae  Flammeovirga
485917,"['J22', '220', '104c', '339a', '785', '535', '104', '381', '1']",Pedobacter heparinus DSM 2366,1,5167383,2172827,4286,4224, FCB group  Bacteroidota/Chlorobiota group  Bacteroidota  Sphingobacteriia  Sphingobacteriales  Sphingobacteriaceae  Pedobacter  Pedobacter heparinus
2865673,"['J49', '310', '84', '65']",Streptomyces akebiae,2,10549378,7476568,9124,8717, Terrabacteria group  Actinomycetota  Actinomycetes  Kitasatosporales  Streptomycetaceae  Streptomyces
484019,['1011b'],Thermosipho africanus TCF52B,1,2016657,621348,2042,1950, Thermotogota  Thermotogae  Thermotogales  Fervidobacteriaceae  Thermosipho  Thermosipho africanus
391038,"['220', '830']",Paraburkholderia phymatum STM815,4,8676562,5404839,7909,7518, Pseudomonadota  Betaproteobacteria  Burkholderiales  Burkholderiaceae  Paraburkholderia  Paraburkholderia phymatum
45065,['585'],Legionella geestiana,2,2666749,1356971,2394,2306, Pseudomonadota  Gammaproteobacteria  Legionellales  Legionellaceae  Legionella
