Halostagnicola larsenii,"['1138', 'J168']"
Mycolicibacterium stellerae,['645']
Kribbella albertanoniae,"['J42', '830', '65']"
Microbacterium ketosireducens,"['J28', '92']"
Sphingopyxis alaskensis,['545']
Actinobaculum massiliense,"['429b', '104']"
Methylobacterium goesingense,['830']
Luteimonas marina,"['J118', '535b']"
Dyadobacter endophyticus,['1']
Brevundimonas subvibrioides,['595']
Shinella sp.,"['830', '465']"
Roseivirga pacifica,"['J118', '514']"
Oceanobacillus jeddahense,['215']
Sphingobium aquiterrae,['830']
Labilithrix luteola,"['67', '1509', '9']"
Kitasatospora griseola,"['J50', '84', '65']"
Halanaerobium sehlinense,"['1340', 'J929']"
Methylobacterium cerastii,['125']
Pedobacter steynii,['830']
Tistrella bauzanensis,['830']
Inediibacterium massiliense,['104b']
Mycobacterium pseudokansasii,['645']
Lecythophora hoffmannii,"['1', '90']"
Moraxella atlantae,['693']
Rhabdanaerobium thermarum,['503']
Caldicoprobacter faecalis,"['J1057', '412']"
Arthroderma crocatum,"['90', '129']"
Methylobacterium bullatum,['1324']
Nocardioides litoris,"['514', '65']"
Corticibacter populi,['535']
Fusarium chlamydosporum,['129']
Natrialba sp.,['371']
Methanosarcina flavescens,"['120', 'J1107']"
Dietzia lutea,"['J26', '535']"
Chryseobacterium taichungense,['1']
Azotobacter armeniacus,"['90', '429b', '693', '462', 'J75', '1', '3', '441']"
Clostridium aminophilum,"['634a', '429c', '92', '104', '641', '215', '693']"
Coprinus comatus,"['90', '104c', '372', '1036', 'J118', '1066', '535', '1071', '195c', '514']"
Halomonas anticariensis,['514']
Aedoeadaptatus acetigenes,['104']
Sanuguinoglea alkalitolerans,['1415']
Corynebacterium riegelii,"['535a', '92', 'J26', '693']"
Zymomonas mobilis subsp. pomaceae,"['J247', '10']"
Kitasatospora viridis,"['J398', '252', '84', '65']"
Salinibacterium amurskyense,"['J118', '514']"
Fusarium graminum,['129']
Lactobacillus rodentium,['11']
Oryzobacter terrae,"['736', '830']"
Cohnella massiliensis,['92']
Bradyrhizobium subterraneum,['98']
Streptomyces sodiiphilus,"['252', 'J527', '535', '65']"
Peribacillus muralis,"['1', '220']"
Pseudothermotoga subterranea,['688']
Alteromonas sp.,['514']
Chitinivorax tropicus,['830c']
Nocardioides thalensis,['830']
Rhodopseudomonas parapalustris,"['27', '92', 'J256', '585', '740', '830', '129', '383', '195c', '1', '899', '97', '928', 'J28', 'J169', '195', '6', '220', '535b', '372', '457b', '884', '146', 'J168', 'J26', '693']"
Kitasatospora cineracea,"['252', '987', '84', '65', 'J58']"
Nocardia alba,"['J57', '65']"
Oceanobacillus massiliensis,['220']
Rhizorhapis suberifaciens,"['726', '830', 'J222']"
Pediococcus sp.,"['J22', '595', '11', '92', '84', '830', '129', 'J75', '1', '215', '339', '1a', '252', 'J43', '535', '65', 'J14', '110a', '554', '693']"
Streptomyces roseofulvus,"['J42', '65']"
Mycoplasmopsis ciconiae,"['1076a', '1076b']"
Ectothiorhodospira shaposhnikovii,"['90', 'J30', '514f', '11', '92', '189', 'J226', '381', '28', '514', '830', '431', '129', '1055', '1a', '1405', 'J43', '535', '578', '220', '115', '1725', '1221', '246', 'J26', '693']"
Pisolithus arhizus,"['392', '90']"
Prevotella herbatica,['104']
Microbacterium invictum,"['J26', '92']"
Helicobacter fennelliae,['693']
Peniophora septentrionalis,"['90', '9']"
Paludibacterium yongneupense,['830c']
Alkaliphilus pronyensis,"['J1077', '898a']"
Agrococcus jejuensis,"['J475', '92']"
Tannerella forsythia,"['J278', '1203']"
Dioszegia dumuzii,"['186', '129']"
Brachybacterium nesterenkovii,"['J28', '92']"
Legionella tunisiensis,['585']
Anaeromassilibacillus senegalensis,['110']
Acidobacterium sp.,['1266']
Asaia bogorensis,"['J710', 'J709', '105', '360', 'J97']"
Oudemansiella steffenii,['90']
Luteimonas mephitis,['1a']
Actinomadura craniellae,"['535', '554']"
Pseudonocardia hydrocarbonoxydans,"['J42', '65']"
Psychrobacter luti,['545']
Marinobacterium stanieri,"['J30', '186', '246', 'J25', '393', '514']"
Kineococcus rhizosphaerae,"['J346', 'J26', '830']"
Streptomyces rubrisoli,"['987', '84', '65']"
Gordonia jacobaea,"['65', 'J43']"
Peptoniphilus grossensis,"['693', '104']"
Pseudarthrobacter defluvii,['92']
Hydrogenivirga okinawensis,"['J493', '1131']"
Monascus pilosus,"['J30', '129']"
Marinilabilia salmonicolor,"['172a', '514', 'J118']"
Actibacterium pelagium,['514']
Streptomyces verrucosisporus,"['J569', '252', '514', '65']"
Neisseria canis,"['215', '429']"
Glycomyces tritici,"['252', '987', '84', '65']"
Thiocapsa rosea,"['429c', '545', '27', '514f', '11', '104b', 'J674', '1281', 'J705', '28', '1484', '514', '1373', 'J612', '104c', '830', 'J167', 'J778', 'J346', '514b', '129', '104', '195c', 'J632', '1', '215', '371', '1a', '535', '163', '78', '887', '852', '65', '144', '220', '101', 'J118', '514a', '1076b', 'J306', '693']"
Xylanibacter oryzae,"['429', 'J282']"
Pseudarthrobacter polychromogenes,"['J25', 'J22', '90', '53', '382', 'J30', '85', 'J26']"
Faecalicatena acetigenes,['1611']
Enhydrobacter aerosaccus,['1432']
Bosea robiniae,['1']
Mammaliicoccus fleurettii,"['693', '92']"
Harryflintia acetispora,"['634', '339a']"
Rhodobacter sp.,"['27', '1372', '830']"
Edaphobacter aggregans,['1135']
Krokinobacter sp.,['514']
Thermocrispum municipale,"['J49', '550', '65', 'J48']"
Marinimicrobium koreense,['514']
Methylobacterium komagatae,['1']
Acetobacter estunensis,"['J57', 'J61', 'J505', '553', '105', 'J597', '360', '535', '554', 'J49', '83', '84', '65']"
Rheinheimera chironomi,"['514a', '514']"
Thermosipho affectus,['1299']
Actinopolyspora xinjiangensis,"['1504', '1159', 'J115']"
Skermania piniformis,['680']
Chlorobium luteolum,"['634c', '1528', '90', '545', '212', '1494', '1473', '514f', '11', '92', '1081', '514d', '58', '381', '1484', '514', 'J988', '1493', '830', '503', '129', '186', '98', '1601', 'J254', '1205', '104', '1522', '81', '1', '215', '1515', 'J954', '607', '119', '813b', 'J853', 'J28', 'J574', '1580', '1472', '535', 'J13', '1501', '78', 'J985', '65', 'J14', 'J74', '110', '220', '684', 'J528', '40', 'J118', '1611', 'J950', '1500', 'J26', '693']"
Companilactobacillus nodensis,['11']
Buttiauxella gaviniae,"['535', '220']"
Streptomyces spiroverticillatus,"['65', '252', 'J42', '84', '993']"
Demequina sp.,['830']
Pseudarthrobacter sulfonivorans,"['J475', '53', '939', 'J26']"
Streptomyces zhihengii,"['252', '987', '84']"
Aeromonas rivuli,['535']
Levilactobacillus namurensis,"['J111', '231']"
Cryptotrichosporon steropae,"['186', '129']"
Enterococcus lactis,"['693', '92']"
Pasteurella mairii,['429']
Orenia salinaria,['842']
Lutispora saccharofermentans,['104c']
Litoreibacter meonggei,['514']
Ornithinimicrobium pekingense,"['J28', '92', '535', '215']"
Actinomadura kijaniata,"['553', 'J51', '84', '65']"
Mastigomyces philippovii,['129']
Clostridium tertium,"['J84', 'J12', '92', '172', '11', 'J582', '698', '514', 'J583', 'J475', 'J130', '830', '529', 'J346', '503', '63', 'J227', '1203a', '1', 'J933', '339', 'J27', '123', 'J43', '1687', 'J13', '78', '65', 'J14', '110', 'J118', 'J26', '693']"
Pithomyces chartarum,['310']
Clostridium tarantellae,['110']
Evansella cellulosilytica,"['830c', '31', '585', '830', '1463', 'J346', 'J181', '535', '1', '514']"
Marinimicrobium haloxylanilyticum,['514b']
Luteimonas abyssi,"['J118', '514']"
Talaromyces rademirici,['90']
Desulfogranum japonicum,"['195b', 'J553']"
Natronobacterium gregoryi,"['J167', '371']"
Methanohalophilus portucalensis,"['525', '525a', '348', '479']"
Phenylobacterium zucineum,['535']
Halobacillus salsuginis,['514d']
Arachidicoccus ginsenosidivorans,['J346']
Paenibacillus phyllosphaerae,['220']
Microaerobacter geothermalis,"['J785', '1042']"
Desulfosporosinus hippei,['641']
Dietzia aerolata,"['J28', '535', 'J26', '65']"
Sphingomonas melonis,"['1', '1a']"
Acinetobacter gandensis,['693']
Metamycoplasma orale,['1076b']
Herbiconiux flava,['513']
Vibrio litoralis,['514']
Preussia similis,['186']
Desulfosporosinus meridiei,['641']
Luteimonas aestuarii,['535']
Zhongshania antarctica,['514c']
Eubacterium oxidoreducens,['335']
Cercospora canescens,"['90', '503', '189', '129', '194', '220a', '191']"
Pseudomonas antarctica,"['220', '220a']"
Psychrobacter frigidicola,['514']
Amphibacillus tropicus,"['931', '220']"
Chryseobacterium hispalense,['1']
Rubrobacter calidifluminis,"['J49', '1033']"
Anaerovibrio slackiae,"['J14', '1203a']"
Roseomonas lacus,"['J346', '830']"
Cylindrocarpon heteronema,['129']
Sulfurovum lithotrophicum,"['1011', 'J374']"
Spongiactinospora rosea,"['1027', '535', '65']"
Candida versatilis,"['186', 'J25', 'J30']"
Anaerobranca californiensis,['895']
Vogesella lacus,['830c']
Lederbergia ruris,['220']
Penicillium vulpinum,"['90', '88', 'J233', 'J30', '129', '699', 'J226', '514']"
Xylanibacter rarus,['78']
Rhodobacter veldkampii,['27']
Hamadaea sp.,"['987', '65', '553']"
Vibrio proteolyticus,"['J118', '101']"
Jannaschia helgolandensis,['514']
Halomonas gudaonensis,['514']
Streptomyces libani subsp. libani,"['J50', '252', 'J66', 'J42', '84', '65', 'J58']"
Methanomicrobium antiquum,['141']
Nocardioides daecheongensis,['830']
Streptomyces orinoci,"['J44', '84', '65']"
Vogesella facilis,['1']
Kribbella flavida,"['J52', '830', 'J43']"
Halomonas meridiana,['514']
Methylobacterium radiotolerans,"['J74', 'J22', '31', '830', 'J79', '125', 'J26', 'J346', '1184', 'J43', 'J181', 'J445', '1125', 'J168', '1', '514']"
Brevundimonas nasdae,"['545', 'J27', '1', '215']"
Streptomyces phaeoluteichromatogenes,"['84', '65']"
Pseudaeromonas pectinilytica,"['J22', '1']"
Saccharopolyspora hattusasensis,"['554', '65']"
Pseudarthrobacter oxydans,"['J22', '220', '53', '92', '457']"
Aeromonas caviae,"['J22', '1a', 'J7', 'J12', '92', '1', '693']"
Pantoea ananatis,"['J22', 'J27', 'J75', '535', '1']"
Papulaspora immersa,['129']
Belliella baltica,['514a']
Mycobacterium florentinum,"['645', 'J386', '354']"
Geodermatophilus saharensis,"['830', '65', 'J43']"
Halomonas vilamensis,['514b']
Dickeya dadantii subsp. dieffenbachiae,['1']
Sporosarcina siberiensis,['220']
Rodentibacter trehalosifermentans,"['218', '429b', '693']"
Natranaerovirga pectinivora,['1166']
Colletotrichum fuscum,['90']
Natronomonas pharaonis,"['65', 'J166', '830', 'J26', '104b', '535', '205', '514', '371']"
Actinobacillus anseriformium,['693']
Schizonella melanogramma,['129']
Cantharellula umbonata,"['92', '392', '11', 'J13', '58', 'J26', '514']"
Lancefieldella parvula,"['J14', 'J74', 'J84', 'J346', 'J622', '104']"
Idiomarina seosinensis,"['J118', '514']"
Hanseniaspora vineae,"['104a', 'J30', '186', '640', 'J25', '514']"
Planktomarina temperata,['514']
Aspergillus sp.,['90']
Streptomyces lasalocidi,"['252', 'J42', '987', 'J43', '84', '65', 'J58']"
Streptococcus infantis,"['J256', '693', '92']"
Sphingobium baderi,['535']
Desulforhopalus sp.,"['195c', '63b']"
Pseudomonas anguilliseptica,['220']
Blastomonas fulva,"['J346', '830']"
Actinocatenispora rupis,"['987', 'J43', '553', '84', '65']"
Natronobacterium texcoconense,"['J167', '371']"
Pyrenopolyporus hunteri,['186']
Afipia lausannensis,['1052']
Caldisalinibacter kiritimatiensis,"['1459', 'J958']"
Actinomadura yumaensis,"['830', '1274', '553', 'J43', '535', '215', '548', 'J58']"
Enterococcus mundtii,"['J156', '693', '92']"
Hypomyces odoratus,['189']
Streptomyces mangrovi,"['514', '84', '65']"
Sporomusa intestinalis,"['J480', '311c']"
Curvularia affinis,['129']
Actinomadura fulvescens,"['J81', 'J43', '553', '554', '65']"
Streptomyces myrophorea,"['252', '84', '65']"
Anaerotignum faecicola,['104b']
Paraconexibacter algicola,"['J346', '830']"
Staphylothermus marinus,"['377', 'J151']"
Massilia timonae,['830']
Acidovorax avenae,"['J22', '1a']"
Solicoccozyma zizaniae,"['90', '129']"
Paenibacillus sediminis,['830']
Alternaria dauci,['310']
Dickeya dadantii,"['535b', '1', '535']"
Fundidesulfovibrio magnetotacticus,['896']
Colwellia psychrerythraea,['514']
Bowdeniella nasicola,['104']
Streptomyces albosporeus subsp. labilomyceticus,"['J45', '65']"
Pseudomonas japonica,"['J22', '1a']"
Pelomonas sp.,['830']
Alicyclobacillus hesperidum subsp. aegles,['402']
Haematonectria haematococca,['189']
Ferriphaselus amnicola,"['1267', 'J628']"
Marivita byunsanensis,['514']
Abyssivirga alkaniphila,"['1040', 'J1106']"
Roseburia inulinivorans,"['1611', '412', 'J1130', 'J465']"
Desulfosudis oleivorans,"['J1258', '190', '517', '310', '191']"
Saliphagus infecundisoli,"['J574', '372', 'J307']"
Photobacterium gaetbulicola,['514']
Suillus placidus,['392']
Alkanibacter difficilis,"['830', '457']"
Buttiauxella sp.,['215']
Desulfovibrio gilichinskyi,['163']
Mycoplasmopsis californica,['1076b']
Streptococcus ruminantium,"['J27', '693', '92']"
Streptomyces thermospinosisporus,"['252', '214', '84', '65', 'J58']"
Salinicoccus halodurans,['372']
Saccharomycodes ludwigii,"['186', 'J25', 'J30']"
Mycobacterium sediminis,"['645', 'J43', 'J26', '65']"
Serratia marcescens subsp. sakuensis,"['J22', '220']"
Xanthomonas cynarae,"['1a', '1015']"
Saccharibacter floricola,"['J97', '1017']"
Loktanella ponticola,['514']
Dialister micraerophilus,"['1107', 'J282', '1203', '693']"
Taylorella equigenitalis,['429']
Rhodopirellula apulia,['600a']
Peptoniphilus harei,"['1560', '92', '11', 'J256', '58', '514', 'J346', '553', '98', '714', '104', '1', 'J43', '535', 'J13', '65', 'J26', '693']"
Tsukamurella serpentis,"['J28', '535a']"
Agromyces subbeticus,"['J26', '92']"
Streptococcus pseudoporcinus,"['693', '92']"
Halolactibacillus halophilus,"['J596', '785']"
Talaromyces helicus,['90']
Floccifex porci,"['J677', '104']"
Pleomorphovibrio marinus,['514']
Streptomyces yanglinensis,"['252', '84', 'J398']"
Faecalibaculum rodentium,"['339', 'J676', '104']"
Rivicola pingtungensis,['830c']
Cocleimonas flava,"['J118', '514c']"
Myroides phaeus,"['J443', '545']"
Desulfocurvus vexinensis,"['641', 'J549']"
Noviherbaspirillum canariense,['220']
Jatrophihabitans soli,"['830', '553', '535', '65']"
Streptomyces nanhaiensis,"['J50', '252', 'J66', '65']"
Alloscardovia criceti,"['58', 'J83']"
Weissella confusa,"['J84', 'J13', '11']"
Streptococcus dentiloxodontae,"['J28', '693', '92']"
Stenotrophomonas terrae,['535']
Massilia plicata,['830']
Dellaglioa carnosa,['11b']
Arthrobacter globiformis,"['53', 'J26', '92']"
Campylobacter canadensis,['693']
Carnobacterium funditum,"['J427', '466']"
Peribacillus cavernae,['514']
Sphingobium aromaticiconvertens,"['1', '457']"
Moritella japonica,"['J118', '514']"
Thermocrispum agreste,"['65', 'J48']"
Luteococcus peritonei,"['J28', '429b', '92a']"
Marmoricola sp.,"['514', '830']"
Saccharothrix carnea,"['J61', 'J43', 'J51', '65']"
Desulfuromonas succinoxidans,['649']
Ellagibacter isourolithinifaciens,['693']
Micromonospora echinaurantiaca,"['J61', '554', '65']"
Thermoanaerobacterium thermosaccharolyticum,"['501', '624', '90', '61', '372', '129', '92', '186', '211', '86', '640', '381', '1']"
Thiodictyon elegans,"['1236', 'J84', 'J173', '545', '1539', '27', '1015', '11', '92', '104b', '514c', '1033', '381', '28', '514', 'J818', 'J475', '31', 'J374', '830', '1454', '403', '514b', '63', '105', '1375', '104', '641', '1', 'J972', '586', '1047', 'J896', 'J718', '908', '1372', '1a', 'J853', 'J43', 'J597', '1011', '360', '535', '1143', '380', '65', '428', '830c', 'J14', '110', '220', '776', '535b', '111', 'J118', 'J26', '310', '693']"
Achromobacter pulmonis,['220']
Salipiger bermudensis,"['J118', '514']"
Mycobacterium intracellulare subsp. chimaera,"['645', 'J386']"
Stenotrophomonas daejeonensis,"['J27', '1']"
Thermococcus fumicolans,"['J241', '760', 'J280']"
Sporormiella isomera,['189']
Pseudomonas agarici,"['J22', '1']"
Psychrobacter okhotskensis,"['J118', '514']"
Actinoalloteichus hoggarensis,['65']
Aquaspirillum polymorphum,"['J28', '1']"
Megasphaera hutchinsoni,"['110', '693']"
Pholiotina coprophila,['90']
Obesumbacterium proteus,"['1a', '129', '11', '186']"
Brucella vulpis,['693']
Pseudaminobacter defluvii,"['J22', '830']"
Actinophytocola xinjiangensis,"['J61', '554']"
Muribaculum intestinale,"['J14', 'J1130', '78', '693']"
Planctomicrobium piriforme,['1531']
Amycolatopsis decaplanina,"['65', 'J43']"
Deinococcus marmoris,['621']
Spiroplasma tabanidicola,['1076b']
Desulfitibacter alkalitolerans,['898']
Psychrilyobacter sp.,"['408', '504', '129', '689']"
Rubellimicrobium mesophilum,['830']
Algoriphagus faecimaris,"['J118', '514']"
Streptomyces panacagri,"['830', '65']"
Streptomyces cyaneus,"['248', '252', 'J42', '84', '65']"
Roseovarius nubinhibens,['974']
Exobasidium vaccinii,"['90', '129']"
Flavobacterium filum,['830']
Catellatospora coxensis,"['J61', '553', '656', '1027', '84', '65']"
Weissella oryzae,['11']
Streptomyces smyrnaeus,"['84', '65']"
Breznakia blatticola,"['J1045', '104']"
Desulfurispirillum indicum,['1294']
Shewanella canadensis,"['514', '1173']"
Ascoidea africana,"['90', '92', '778a', 'J26', '693']"
Sinorhizobium sp.,['98']
Ancylobacter dichloromethanicus,"['1', '462']"
Pseudospirillum japonicum,['514']
Staphylococcus nepalensis,['92']
Aeromonas schubertii,"['J22', 'J12', '92', '693']"
Boseongicola aestuarii,"['514a', '514']"
Mycobacterium celatum,"['645', 'J386', '219']"
Micromonospora chokoriensis,"['65', 'J61', 'J104', '548']"
Actinokineospora mzabensis,['987']
Desulfotignum phosphitoxidans,['195a']
Chalara aurea,"['7', '514f', '92', '11', '58', '514', 'J346', '129', '98', '901', '330', '104', '1', '790', '693', '827', '428', '789', 'J308', '441']"
Mycobacterium rhizamassiliense,['645']
Acetobacter orientalis,"['J97', '989']"
Mycobacterium porcinum,"['645', '219', 'J386', 'J26']"
Streptomyces antioxidans,"['84', '65']"
Bifidobacterium animalis subsp. animalis,"['58', 'J13', 'J19']"
Tessaracoccus lubricantis,"['J28', '92']"
Histophilus somni,['693']
Stetteria hydrogenophila,"['J244', '795']"
Arcobacter cryaerophilus,['693']
Talaromyces islandicus,['90']
Flavobacterium hydatis,"['J14', 'J84', 'J22', '110', '53', 'J28', 'J256', '92', '11', '67', 'J75', 'J156', 'J13', '104', 'J26', '693']"
Indioceanicola profundi,['514d']
Kitasatospora cinereorecta,"['252', 'J66', 'J42', '84', '65']"
Dactylosporangium thailandense,"['J62', 'J104', '84', '65']"
Leucoagaricus leucothites,['90']
Tenacibaculum skagerrakense,['514']
Annulohypoxylon truncatum,"['90', '129']"
Echinicola pacifica,['514']
Phaselicystis flava,['9']
Streptomyces capoamus,"['J45', 'J42', '84', '65']"
Spirosoma spitsbergense,['830']
Burkholderia multivorans,"['1', '693', '92']"
Ktedonosporobacter rubrisoli,['65']
Micrococcus yunnanensis,"['J475', '92']"
Leyella stercorea,"['J14', '104', '1203a', '693']"
Rhodococcus gordoniae,"['645', '535', 'J43']"
Clostridium geopurificans,['104c']
Chryseobacterium tenax,['948']
Halorhodospira abdelmalekii,"['J22', '830', '1749', '535b', '430', '535', '1', '514', '907']"
Xanthobacter flavus,"['428', '144', 'J74', '195a', '383b', '81', '195', '92', '342', '535', '457', 'J394', '383', '78', '1', '693']"
Vibrio furnissii,"['J22', 'J148', 'J7', 'J30', 'J12', '92', 'J118', 'J448', '514', '693']"
Blakeslea trispora,"['J475', 'J569', '295', '830', '545', 'J28', '1367', '92', 'J118', '190', '873', '869', '514']"
Yersinia massiliensis,"['1', '535']"
Yonghaparkia sp.,"['513', '220', '92']"
Paeniglutamicibacter gangotriensis,"['J26', '92']"
Shewanella corallii,['514']
Bifidobacterium oedipodis,['58']
Waltera intestinalis,"['339', '1715', 'J83', '104']"
Absidia coerulea,"['J22', '545', '1015', 'J12', '92', 'J30', '58', '54', '514', '830', '129', '186', '1', '120', '1a', 'J43', 'J304', '535', '65', '220', '101', '465', 'J118', '554', '621a', '693']"
Schinkia azotoformans,"['545', '248', '1668', '987', '92', '381', '514', '84', '1271', '31', '830', 'J1172', '553', '186', 'J75', '104', '259', '1', '215', '252', '535', 'J51', '65', '735', 'J677', '220', 'J118', '554', 'J1130', 'J26', '693']"
Hymenobacter chitinivorans,"['830', '92', '514', '693']"
Ligilactobacillus sp.,['11b']
Deinococcus oregonensis,"['J346', '1484']"
Vulcanibacillus modesticaldus,"['1042', 'J470']"
Thermus caliditerrae,['1722']
Tindallia texcoconensis,"['J543', '1223']"
Trametes suaveolens,"['90', '9']"
Crucibulum laeve,"['90', '220', '760', 'J187', '92', '395b', 'J280', '514a', '514', '429']"
Clostridium saccharobutylicum,"['104b', '411']"
Streptococcus minor,"['693', '92']"
Pedococcus bigeumensis,"['J346', '830']"
Chryseobacterium flavum,['1']
Lentzea flaviverrucosa,"['J51', '65', 'J58']"
Pediococcus ethanolidurans,['11']
Paenibacillus terrigena,"['J75', '1', '220']"
Chryseobacterium arachidis,['220']
Poseidonocella sedimentorum,"['J118', '514']"
Pseudothermotoga thermarum,['498']
Trigonopsis variabilis,"['186', 'J25', 'J30']"
Pleomorphomonas oryzae,"['J346', '1']"
Frigoribacterium faeni,"['545', '514b', '92', 'J118', '535', 'J26', '514']"
Salibacterium salarium,['514']
Actinopolyspora alba,"['1241', '1240']"
Haemophilus paracuniculus,['804']
Brevundimonas guildfordensis,['92']
Thalassoglobus polymorphus,['1560']
Streptococcus ratti,['92']
Thermoanaerobacter mathranii subsp. mathranii,"['640', '92']"
Acrostalagmus luteoalbus,['90']
Tatumella punctata,"['1a', 'J12']"
Algoriphagus boritolerans,"['J118', '381', '514']"
Rubritalea marina,['1137']
Hugonella massiliensis,"['693', '104']"
Bifidobacterium callitrichidarum,"['58', 'J13']"
Porphyromonas asaccharolytica,"['J14', 'J84', 'J469', '78', '693']"
Roseicyclus mahoneyensis,['1183']
Segatella salivae,"['J14', '78', '693']"
Tessaracoccus profundi,"['514', '830']"
Mesobacillus zeae,"['220', '464']"
Rarobacter faecitabidus,"['469', 'J282']"
Novosphingobium rhizosphaerae,['535']
Naemacyclus fimbriatus,"['9', '189']"
Leptospira venezuelensis,['1113']
Anaerocolumna xylanovorans,"['J1129', '860']"
Sulfolobus acidocaldarius,"['1a', '88', 'J70', '220a', '461', 'J165', '457', 'J256', '1']"
Bifidobacterium apri,['58']
Planococcus maritimus,"['J118', '514']"
Xenorhabdus miraniensis,"['535', '220']"
Conidiobolus coronatus,"['J22', '90', 'J30', '129', '948', '1', '605', '672']"
Neocosmospora solani,['129']
Macrococcus brunensis,['92']
Streptomyces prasinus,"['J66', '987', '84', '65', 'J58']"
Dickeya sp.,"['535', '1a']"
Rhodotorula minuta,"['J22', 'J66', '987', 'J30', 'J42', '92', 'J12', '393', '514', '84', 'J50', '186', '1', 'J25', '1a', '693', '252', 'J45', 'J43', '535', '65', 'J58']"
Motilibacter peucedani,"['621', '987', '65']"
Photorhabdus namnaonensis,"['1', '535']"
Calorithrix insularis,['946a']
Alicyclobacillus herbarius,"['13', 'J101']"
Caldanaerovirga acetigignens,['1206']
Streptomyces yeochonensis,"['84', '65', 'J422']"
Microbacterium aurum,"['J26', '92']"
Thiohalospira halophila,['1058a']
Symbiobacterium thermophilum,"['1293', 'J653']"
Streptococcus gordonii,"['J70', 'J27', '92', '693']"
Methanothermobacter marburgensis,"['119', '220', '830', '141c', '1166', '514d', '514c', 'J231', '464', '514']"
Methylomarinovum caldicuralii,"['1412', 'J524']"
Pararobbsia alpina,['830']
Corynebacterium crudilactis,['535a']
Virgibacillus olivae,"['J118', '514']"
Penicillium canescens,"['J226', 'J30', '129']"
Lactococcus fujiensis,['11']
Blautia hansenii,"['J676', '104']"
Streptomyces amphotericinicus,"['84', '65']"
Salisediminibacterium selenitireducens,['968']
Lederbergia lenta,"['J84', '490', '900', 'J12', '92', '652', '921', '514', '298a', '31', '88', '740', 'J26', 'J1270', '63', '186', 'J75', 'J826', '644', '104', '762', '681', '712', '670', '605a', '665', 'J27', 'J280', '688', '462a', '9', '163', 'J225', '110', '673', '204', '621', '949', 'J161', '672', '595', '11', '219', '823', '653', '683', '1203', '692', '393', 'J256', '677', 'J710', '671', '830', '1190', '1153', '710', '105', '678', '763', '1', 'J358', '1a', '119', '696', '760', '742', '948', 'J78', '457', '78', '149', '666', 'J48', 'J14', '115a', 'J825', 'J118', '685', '739', '520', '748', '878', '54b', '90', '429b', '545', '27', 'J66', '663', '1434', '464', '381', '364', 'J197', 'J709', '752', 'J346', '514b', '747', '668', '195c', '1203a', '674', 'J44', '370', '413', '500', '699', '360', '65', '428', '701', '675', '720', '86', '664', '693', 'J58', 'J22', '463a', '7', '195a', 'J30', '189', '220a', '514f', '669', 'J42', '838', '191', '198', 'J50', '516', '129', '732', '628', '383', '243', '215', '465f', '627', '87a', '120', '357', 'J28', '654', '190', '461', '655', '535', 'J127', 'J13', '6', '220', '504', '465d', 'J233', '784', '14', '605']"
Williamsia maris,"['J22', '553', 'J26', '65']"
Thermofilum uzonense,['1516']
Trueperella pyogenes,"['693', '104']"
Iodobacter limnosediminis,['830']
Actinomyces johnsonii,"['J14', '104', 'J461', '693']"
Paludifilum halophilum,"['1159', '514']"
Dietzia aurantiaca,"['J26', '65']"
Hyphomonas jannaschiana,"['514', '9']"
Streptomyces lateritius,"['J42', '84', '65']"
Anoxybacillus flavithermus subsp. yunnanensis,"['381', '1143']"
Paenibacillus sputi,['220']
Penicillium tardochrysogenum,"['90', '129']"
Helicobacter mehlei,"['1279', '693']"
Gloeophyllum trabeum,"['J14', '90', '220', '92', '104', 'J26', '693']"
Sporanaerobacter acetigenes,['860']
Calditerricola yamamurae,"['1108', 'J619']"
Nesterenkonia alba,"['J82', '92']"
Mesotoga infera,"['1328', 'J926']"
Hydrogenophaga pseudoflava,"['J22', '1560', '90', '986', '1669', '92', '11', '133', 'J256', '381', '58', '1159', '514', '1426', '104c', '830', 'J26', '1429', 'J58', 'J346', '129', '98', '11b', '104', '641', '1203a', '81', '1', '215', 'J676', '339', '252', '760', 'J280', '194', '1527', '535', '78', '212a', '65', '1029', 'J14', '830c', 'J1156', '110', '673', '717', 'J161', 'J1155', '554', '1611', '465g', '1052', '693']"
Streptomyces plumbiresistens,"['J50', '65']"
Streptomyces purpurogeneiscleroticus,"['J50', 'J66', 'J42', 'J43', '84', '65']"
Jeotgalicoccus halotolerans,"['J118', '514']"
Corynebacterium urogenitale,"['693', '92']"
Microdochium nivale,['129']
Mycobacterium basiliense,['645']
Arenicella chitinivorans,['514']
Aspergillus penicillioides,"['1775', 'J226', 'J33']"
Agaricus xanthoderma,"['392', '90']"
Oxalophagus oxalicus,['194b']
Vallitalea pronyensis,"['J938', '311b']"
Paenibacillus auburnensis,['220']
Pseudodesulfovibrio sediminis,['195c']
Yersinia rohdei,"['535', 'J12']"
Bacteroides ndongoniae,['78']
Lelliottia amnigena,"['555', 'J22', '1a', 'J12', '92', 'J43', '535', '554', '1', '65', '693']"
Corynebacterium casei,"['J28', '535', '693']"
Actinoplanes ramoplaninifer,"['535', '65', '553']"
Levilactobacillus spicheri,['11']
Mycobacterium stomatepiae,"['645', 'J386']"
Yersinia enterocolitica,"['339', '220', '92', '215', '693']"
Corynebacterium lowii,"['693', '92']"
