,Organism DSMZ ID,TaxonID,Organism Name,Media list
4523,6330,417,Methylomonas clar, MEDIUM 1 MODIFIED FOR DSM 6330
4524,25384,421,Methylomonas methanic, MEDIUM 1313 MODIFIED FOR DSM 25384
4525,15732,455253,Methylonatrum kenyense, METHYLONATRUM MEDIUM
4526,14953,182774,Methylophaga alcalic, METHYLOPHAGA ALCALICA MEDIUM
4527,24656,999151,Methylophaga lonarensis, METHYLOPHAGA ALCALICA MEDIUM
4528,5689,45495,Methylophaga marin, medium FOR MARINE METHYLOTROPHS
4529,11578,45496,Methylophaga sulfidovorans, medium FOR MARINE METHYLOTROPHS
4530,5690,40223,Methylophaga thalassic, medium FOR MARINE METHYLOTROPHS
4531,22068,392484,Methylophaga thiooxydans, MARINE AMMONIUM MINERAL SALTS
4532,23073,640108,Methylophilus flavus, MEDIUM K
4533,5898,null,Methylophilus glucosoxydans, 2% MH MEDIUM
4534,6813,45393,Methylophilus leisingeri, MEDIUM 1 MODIFIED FOR DSM 6813
4535,22949,null,Methylophilus luteus, MEDIUM K
4536,5691,17,Methylophilus methylotrophus, COLBY AND ZATHMAN MEDIUM
4537,6130,61654,Methylopila capsulat, MEDIUM 1 MODIFIED FOR DSM 6130
4538,6342,119025,Methylopila helvetic, HYPHOMICROBIUM medium
4539,22718,586230,Methylopila jiangsuensis, MEDIUM 1 MODIFIED FOR DSM 22718
4540,22001,519061,Methylorosula polaris, METHYLOROSULA MEDIUM V-022
4541,13736,105972,Methylosarcina fibrat, METHYLOSARCINA QUISQUILLARUM AND M. FIBRATA MEDIUM
4542,13737,105973,Methylosarcina quisquiliarum, METHYLOSARCINA QUISQUILLARUM AND M. FIBRATA MEDIUM
4543,17706,428,Methylosinus sporium, NMS MEDIUM
4544,18750,392711,Methylosoma difficile, LC 2
4545,17540,359408,Methylotenera mobilis, MEDIUM 465 MODIFIED FOR DSM 17540
4546,25237,378211,Methyloversatilis universalis, MIN E - METHYLOVERSATILIS MEDIUM
4547,19998,569860,Methylovirgula ligni, METHYLOVIRGULA LIGNI medium
4548,6874,266009,Methylovorus glucosotrophus, MEDIUM 1 MODIFIED FOR DSM 6874
4549,16018,184077,Methylovorus mays, MEDIUM K
4550,24715,1002227,Methylovorus menthalis, MEDIUM K
4551,23269,645578,Methylovulum miyakonense, MEDIUM 921 MODIFIED FOR DSM 23269
4552,22679,674972,Microaerobacter geothermalis, VULCANIBACILLUS medium
4553,14217,153731,Microbacterium aerolatum, TRYPTICASE SOY Yeast extract medium
4554,21798,null,Microbacterium agarici, TRYPTICASE SOY Yeast extract medium
4555,24221,null,Microbacterium amylolyticum, TRYPTICASE SOY Yeast extract medium
4556,19461,344166,Microbacterium aoyamense, TRYPTICASE SOY Yeast extract medium
4557,19713,459816,Microbacterium aquimaris, R2A medium
4558,8611,69365,Microbacterium arabinogalactanolyticum, TRYPTICASE SOY Yeast extract medium
4559,20754,33883,Microbacterium arborescens, TRYPTICASE SOY Yeast extract medium
4560,22421,792652,Microbacterium arthrosphaerae, TRYPTICASE SOY Yeast extract medium
4561,23998,null,Microbacterium assamensis, TRYPTICASE SOY Yeast extract medium
4562,12506,162393,Microbacterium aurantiacum, TRYPTICASE SOY Yeast extract medium
4563,8600,36805,Microbacterium aurum, TRYPTICASE SOY Yeast extract medium
4564,18907,415214,Microbacterium awajiense, BACTO MARINE BROTH (DIFCO 2216)
4565,23848,582680,Microbacterium azadirachtae, TRYPTICASE SOY Yeast extract medium
4566,20145,33917,Microbacterium barkeri, CORYNEBACTERIUM AGAR
4567,19164,462710,Microbacterium binotii, TRYPTICASE SOY Yeast extract medium
4568,12507,84292,Microbacterium chocolatum, TRYPTICASE SOY Yeast extract medium
4569,8607,36806,Microbacterium dextranolyticum, TRYPTICASE SOY Yeast extract medium
4570,8609,57043,Microbacterium esteraromaticum, TRYPTICASE SOY Yeast extract medium
4571,20643,69366,Microbacterium flavescens, MEDIUM 1 MODIFIED FOR DSM 20643
4572,18909,415216,Microbacterium flavum, BACTO MARINE BROTH (DIFCO 2216)
4573,18908,415215,Microbacterium fluvii, BACTO MARINE BROTH (DIFCO 2216)
4574,12966,104336,Microbacterium foliorum, TRYPTICASE SOY Yeast extract medium
4575,18659,400772,Microbacterium ginsengisoli, TRYPTICASE SOY Yeast extract medium
4576,24823,null,Microbacterium ginsengiterrae, R2A medium
4577,15855,246613,Microbacterium halotolerans, MODIFIED ISP5 medium
4578,19179,404366,Microbacterium hatanonis, TRYPTICASE SOY Yeast extract medium
4579,12509,162426,Microbacterium hominis, TRYPTICASE SOY Yeast extract medium
4580,21799,null,Microbacterium humi, TRYPTICASE SOY Yeast extract medium
4581,16089,273678,Microbacterium hydrocarbonoxydans, TRYPTICASE SOY Yeast extract medium
4582,24662,null,Microbacterium immunditiarum, TRYPTICASE SOY Yeast extract medium
4583,20530,33884,Microbacterium imperiale, CORYNEBACTERIUM AGAR
4584,19969,358100,Microbacterium indicum, TRYPTICASE SOY Yeast extract medium
4585,23024,483014,Microbacterium insulae, TRYPTICASE SOY Yeast extract medium
4586,19600,515415,Microbacterium invictum, TRYPTICASE SOY Yeast extract medium
4587,8606,67574,Microbacterium keratanolyticum, TRYPTICASE SOY Yeast extract medium
4588,12510,92835,Microbacterium ketosireducens, TRYPTICASE SOY Yeast extract medium
4589,13237,76884,Microbacterium kitamiense, TRYPTICASE SOY Yeast extract medium
4590,18332,323761,Microbacterium koreense, TRYPTICASE SOY Yeast extract medium
4591,19265,433645,Microbacterium kribbense, TRYPTICASE SOY Yeast extract medium
4592,30913,33885,Microbacterium lacticum, TRYPTICASE SOY Yeast extract medium
4593,18910,415217,Microbacterium lacus, BACTO MARINE BROTH (DIFCO 2216)
4594,20140,36807,Microbacterium laevaniformans, CORYNEBACTERIUM AGAR
4595,22422,null,Microbacterium lindanitolerans, TRYPTICASE SOY Yeast extract medium
4596,20638,33918,Microbacterium liquefaciens, CORYNEBACTERIUM AGAR
4597,20143,69367,Microbacterium luteolum, CORYNEBACTERIUM AGAR
4598,19459,451764,Microbacterium luticocti, TRYPTICASE SOY Yeast extract medium
4599,18904,415209,Microbacterium marinilacus, BACTO MARINE BROTH (DIFCO 2216)
4600,24948,null,Microbacterium marinum, TRYPTICASE SOY Yeast extract medium
4601,12512,300020,Microbacterium maritypicum, TRYPTICASE SOY Yeast extract medium
4602,24780,664640,Microbacterium mitrae, TRYPTICASE SOY Yeast extract medium
4603,22178,null,Microbacterium murale, TRYPTICASE SOY Yeast extract medium
4604,17277,284570,Microbacterium natoriense, R2A medium
4605,30826,273677,Microbacterium oleivorans, R2A medium
4606,20578,82380,Microbacterium oxydans, CORYNEBACTERIUM AGAR
4607,16915,300019,Microbacterium paludicol, TRYPTICASE SOY Yeast extract medium
4608,15461,199592,Microbacterium paraoxydans, MEDIUM 92 MODIFIED FOR DSM 15461
4609,13468,124798,Microbacterium phyllosphaerae, TRYPTICASE SOY Yeast extract medium
4610,22239,450380,Microbacterium profundi, R2A medium
4611,22185,null,Microbacterium pseudoresistens, COLUMBIA BLOOD medium
4612,21018,344165,Microbacterium pumilum, R2A medium
4613,23142,370764,Microbacterium pygmaeum, R2A medium
4614,25564,661398,Microbacterium radiodurans, TRYPTICASE SOY Yeast extract medium
4615,11986,156977,Microbacterium resistens, TRYPTICASE SOY Yeast extract medium
4616,20169,69368,Microbacterium saperdae, CORYNEBACTERIUM AGAR
4617,20606,69362,Microbacterium schleiferi, CORYNEBACTERIUM AGAR
4618,18905,415210,Microbacterium sediminicol, TRYPTICASE SOY Yeast extract medium
4619,23885,null,Microbacterium soli, TRYPTICASE SOY Yeast extract medium
4620,15944,null,Microbacterium sp., R2A medium
4621,25937,null,Microbacterium suwonense, TRYPTICASE SOY Yeast extract medium
4622,8610,69369,Microbacterium terrae, TRYPTICASE SOY Yeast extract medium
4623,20449,69363,Microbacterium terregens, AUREOBACTERIUM TERREGENS medium
4624,20166,2033,Microbacterium testaceum, CORYNEBACTERIUM AGAR
4625,12511,362649,Microbacterium thalassium, TRYPTICASE SOY Yeast extract medium
4626,8608,69370,Microbacterium trichothecenolyticum, TRYPTICASE SOY Yeast extract medium
4627,16931,179095,Microbacterium ulmi, R2A medium
4628,16914,300018,Microbacterium xylanilyticum, TRYPTICASE SOY Yeast extract medium
4629,23203,671622,Microbacterium yannicii, TRYPTICASE SOY Yeast extract medium
4630,44681,83302,Microbispora corallin, MEDIUM 84 MODIFIED FOR DSM 44681
4631,44105,262263,Microbispora griseoalb, GYM STREPTOMYCES medium
4632,45428,null,Microbispora hainanensis, GPHF-MEDIUM
4633,43048,37483,Microbispora mesophil, GYM STREPTOMYCES medium
4634,43840,147065,Microbispora rosea subsp. aerat, ROLLED OATS MINERAL medium
4635,43837,58118,Microbispora rosea subsp. rose, ROLLED OATS MINERAL medium
4636,19200,260552,Microbulbifer agarilyticus, BACTO MARINE BROTH (DIFCO 2216)
4637,6810,86173,Microbulbifer elongatus, SEA WATER AGAR
4638,18651,393907,Microbulbifer epialgicus, BACTO MARINE BROTH (DIFCO 2216)
4639,11525,48074,Microbulbifer hydrolyticus, BACTO MARINE BROTH (DIFCO 2216)
4640,24146,null,Microbulbifer taiwanensis, BACTO MARINE BROTH (DIFCO 2216)
4641,19189,252514,Microbulbifer thermotolerans, BACTO MARINE BROTH (DIFCO 2216)
4642,18851,279828,Microcella alkaliphil, MICROCELLA ALKALIPHILA medium
4643,19627,337005,Microcella putealis, MEDIUM 86 MODIFIED FOR DSM 19627
4644,17945,455343,Micrococcus endophyticus, TRYPTICASE SOY Yeast extract medium
4645,30824,384602,Micrococcus flavus, TRYPTICASE SOY Yeast extract medium
4646,23694,null,Micrococcus lactis, TRYPTICASE SOY Yeast extract medium
4647,30503,1270,Micrococcus luteus, CASO AGAR (Merck 105458)
4648,30578,1273,Micrococcus lylae, CASO AGAR (Merck 105458)
4649,30815,null,Micrococcus sp., TRYPTICASE SOY Yeast extract medium
4650,21948,566027,Micrococcus yunnanensis, TRYPTICASE SOY Yeast extract medium
4651,18424,446786,Microlunatus aurantiacus, R2A medium
4652,17942,363863,Microlunatus ginsengisoli, MICROLUNATUS medium
4653,18662,400768,Microlunatus panaciterrae, TRYPTICASE SOY Yeast extract medium
4654,22083,682979,Microlunatus parietis, GYM STREPTOMYCES medium
4655,10555,29405,Microlunatus phosphovorus, MICROLUNATUS medium
4656,21800,630515,Microlunatus soli, TRYPTICASE SOY Yeast extract medium
4657,43813,47850,Micromonospora aurantiac, GYM STREPTOMYCES medium
4658,44815,261654,Micromonospora auratinigr, GYM STREPTOMYCES medium
4659,43815,47853,Micromonospora carbonace, GPHF-MEDIUM
4660,45246,307119,Micromonospora chaiyaphumensis, GYM STREPTOMYCES medium
4661,43895,1874,Micromonospora chalce, GYM STREPTOMYCES medium
4662,44151,47854,Micromonospora chersin, GYM STREPTOMYCES medium
4663,45160,356851,Micromonospora chokoriensis, GYM STREPTOMYCES medium
4664,43903,47855,Micromonospora citre, GYM STREPTOMYCES medium
4665,43143,47856,Micromonospora coerule, ROLLED OATS MINERAL medium
4666,44875,285665,Micromonospora coriariae, N-Z-AMINE-MEDIUM
4667,45161,356852,Micromonospora coxensis, GYM STREPTOMYCES medium
4668,45599,null,Micromonospora creme, GYM STREPTOMYCES medium
4669,44814,227316,Micromonospora eburne, ISP2 medium
4670,43904,47857,Micromonospora echinaurantiac, GYM STREPTOMYCES medium
4671,43913,47858,Micromonospora echinofusc, GYM STREPTOMYCES medium
4672,1040,1877,Micromonospora echinospor, MICROMONOSPORA MEGALOMICEA medium
4673,44398,230091,Micromonospora endolithic, GYM STREPTOMYCES medium
4674,43906,47860,Micromonospora fulviviridis, GYM STREPTOMYCES medium
4675,45626,686309,Micromonospora haikouensis, N-Z-AMINE-MEDIUM
4676,43171,47864,Micromonospora halophytic, CZAPEK Peptone AGAR
4677,45647,745366,Micromonospora humi, N-Z-AMINE-MEDIUM
4678,43819,47865,Micromonospora inositol, N-Z-AMINE-MEDIUM
4679,46123,47866,Micromonospora inyonensis, OATMEAL AGAR
4680,45344,307121,Micromonospora krabiensis, TRYPTICASE SOY BROTH AGAR
4681,44870,285679,Micromonospora lupini, N-Z-AMINE-MEDIUM
4682,45555,307120,Micromonospora marin, N-Z-AMINE-MEDIUM
4683,44100,121616,Micromonospora matsumotoense, GYM STREPTOMYCES medium
4684,44830,262898,Micromonospora mirobrigensis, GYM STREPTOMYCES medium
4685,45248,299146,Micromonospora narathiwatensis, GYM STREPTOMYCES medium
4686,43818,145857,Micromonospora nigr, GPHF-MEDIUM
4687,43868,1880,Micromonospora olivasterospor, GYM STREPTOMYCES medium
4688,43817,145854,Micromonospora pallid, GPHF-MEDIUM
4689,45245,405436,Micromonospora pattaloongensis, GYM STREPTOMYCES medium
4690,43363,47871,Micromonospora peuceti, GYM STREPTOMYCES medium
4691,45175,589240,Micromonospora pisi, GPHF-MEDIUM
4692,43814,47872,Micromonospora purpureochromogenes, GYM STREPTOMYCES medium
4693,45431,543631,Micromonospora rhizosphaerae, GPHF-MEDIUM
4694,44983,291594,Micromonospora rifamycinic, CZAPEK Peptone AGAR
4695,803,47874,Micromonospora rosari, MICROMONOSPORA MEGALOMICEA medium
4696,30764,285676,Micromonospora saelicesensis, GYM STREPTOMYCES medium
4697,43912,47875,Micromonospora sagamiensis, GYM STREPTOMYCES medium
4698,44887,null,Micromonospora sagamiensis subsp. flav, N-Z-AMINE-MEDIUM
4699,44885,null,Micromonospora sagamiensis subsp. nonreducans, N-Z-AMINE-MEDIUM
4700,44886,null,Micromonospora sagamiensis subsp. sagamiensis, N-Z-AMINE-MEDIUM
4701,45097,299152,Micromonospora siamensis, GYM STREPTOMYCES medium
4702,1044,null,Micromonospora sp., MICROMONOSPORA MEGALOMICEA medium
4703,45489,479978,Micromonospora tulbaghiae, GYM STREPTOMYCES medium
4704,43909,1881,Micromonospora viridifaciens, GYM STREPTOMYCES medium
4705,45577,null,Micromonospora yangpuensis, GPHF-MEDIUM
4706,45600,null,Micromonospora zamorensis, N-Z-AMINE-MEDIUM
4707,46367,null,Micropolyspora sp., GYM STREPTOMYCES medium
4708,15918,75385,Micropruina glycogenic, MICROLUNATUS medium
4709,4236,1027,Microscilla marin, SP2 medium
4710,4133,null,Microscilla sp., CYTOPHAGA (marine) medium
4711,21772,412690,Microterricola viridarii, TRYPTICASE SOY Yeast extract medium
4712,43841,1997,Microtetraspora fusc, BENNETT'S AGAR
4713,43311,1996,Microtetraspora glauc, GYM STREPTOMYCES medium
4714,44579,161358,Microtetraspora malaysiensis, ROLLED OATS MINERAL medium
4715,43174,46175,Microtetraspora niveoalb, GYM STREPTOMYCES medium
4716,44333,null,Microtetraspora sp., GYM STREPTOMYCES medium
4717,21343,670292,Microvirga aerilat, R2A medium
4718,21344,670291,Microvirga aerophil, R2A medium
4719,14364,186651,Microvirga subterrane, ROUF'S medium
4720,15089,57480,Microvirgula aerodenitrificans, MICROVIRGULA medium
4721,44463,264148,Millisia brevis, BHI medium WITH ADDITIONAL GLUCOSE
4722,13811,187979,Mitsuokella jalaludinii, PYG-MEDIUM (modified)
4723,20544,52226,Mitsuokella multacid, PYG-MEDIUM (modified)
4724,22762,746032,Mobilicoccus pelagius, BACTO MARINE BROTH (DIFCO 2216)
4725,2711,2051,Mobiluncus curtisii, FALCIVIBRIO MEDIUM
4726,23059,144177,Mobiluncus curtisii subsp. curtisii, COLUMBIA BLOOD medium
4727,21655,144178,Mobiluncus curtisii subsp. holmesii, MEDIUM 58 MODIFIED FOR DSM 21655
4728,25311,2052,Mobiluncus mulieris, MEDIUM 104 MODIFIED FOR DSM 25311
4729,45201,477641,Modestobacter marinus, GYM STREPTOMYCES medium
4730,44402,88139,Modestobacter multiseptatus, PYGV AGAR
4731,44510,null,Modestobacter sp., LUEDEMANN medium (LUEDEMANN; 1968)
4732,16678,429133,Modestobacter versicolor, R2A medium
4733,5076,158849,Moellerella wisconsensis, NUTRIENT AGAR
4734,3998,35519,Mogibacterium timidum, CHOPPED MEAT medium
4735,11254,55779,Moorella glycerini, MOORELLA GLYCERINI medium
4736,23265,null,Moorella humiferre,"  For DSM 749, DSM 1741, DSM 7074, DSM 7075, DSM 8344, DSM 15449, DSM 16022, DSM 16057, DSM 16059, DSM 16695, DSM 17215, DSM 17524, DSM 17734, DSM 17965, DSM 18033, DSM 19190, DSM 19191, DSM 19430, DSM 19637 and DSM 23265"
4737,14980,202604,Moorella mulderi, MEDIUM 777 MODIFIED FOR DSM 14980
4738,21394,1525,Moorella thermoacetic,"  For DSM 16036, DSM 16058 and DSM 21394"
4739,1974,1560,Moorella thermoautotrophic,  For DSM 1974
4740,6999,34059,Moraxella atlantae, COLUMBIA BLOOD medium
4741,14165,346665,Moraxella boevrei, COLUMBIA BLOOD medium
4742,6329,476,Moraxella bovis, COLUMBIA BLOOD AGAR
4743,21142,386891,Moraxella bovoculi, TRYPTICASE SOY Yeast extract medium
4744,18277,90239,Moraxella canis, TRYPTICASE SOY BROTH AGAR
4745,19149,90240,Moraxella caprae, COLUMBIA BLOOD AGAR
4746,9143,480,Moraxella catarrhalis, CASO AGAR (Merck 105458)
4747,23336,34060,Moraxella caviae, COLUMBIA BLOOD medium
4748,21768,34061,Moraxella cuniculi, MEDIUM 429 MODIFIED FOR DSM 21768
4749,18027,60442,Moraxella equi, COLUMBIA BLOOD AGAR
4750,18052,477,Moraxella lacunat, COLUMBIA BLOOD AGAR
4751,19150,90241,Moraxella lincolnii, COLUMBIA BLOOD AGAR
4752,6327,478,Moraxella nonliquefaciens, COLUMBIA BLOOD medium
4753,17235,200413,Moraxella oblong, COLUMBIA BLOOD AGAR
4754,30536,34062,Moraxella osloensis, R2A medium
4755,18075,29433,Moraxella ovis, COLUMBIA BLOOD AGAR
4756,22804,470453,Moraxella pluranimalium, COLUMBIA BLOOD medium
4757,25326,573983,Moraxella porci, COLUMBIA BLOOD medium
4758,6675,180434,Morganella morganii subsp. morganii, NUTRIENT AGAR
4759,14850,180435,Morganella morganii subsp. sibonii, CASO AGAR (Merck 105458)
4760,17886,368603,Morganella psychrotolerans, TRYPTICASE SOY BROTH AGAR
4761,23760,428031,Moritella dasanensis, BACTO MARINE BROTH (DIFCO 2216)
4762,14879,89067,Moritella japonic, BACTO MARINE BROTH (DIFCO 2216)
4763,25798,80854,Moritella viscos, BACTO MARINE BROTH (DIFCO 2216)
4764,24335,1056807,Morococcus cerebrosus, COLUMBIA BLOOD medium
4765,19659,371674,Moryella indoligenes, COLUMBIA BLOOD medium
4766,45328,null,Motilibacter peucedani, MEDIUM 621 MODIFIED FOR DSM 45328
4767,18602,423350,Mucilaginibacter gracilis, TPT 18 medium
4768,19975,468058,Mucilaginibacter oryzae, R2A medium
4769,18603,423351,Mucilaginibacter paludis, MEDIUM 830 MODIFIED FOR DSM 18603
4770,23919,507844,Murdochiella asaccharolytic, COLUMBIA BLOOD medium
4771,13258,111501,Muricauda ruestringensis, MODIFIED SEA WATER AGAR
4772,21206,null,Muriicola jejuensis, BACTO MARINE BROTH (DIFCO 2216)
4773,45312,null,Murinocardiopsis flavid, GYM STREPTOMYCES medium
4774,17134,316335,Myceligenerans crystallogenes, TRYPTICASE SOY Yeast extract medium
4775,21949,552903,Myceligenerans halotolerans, TRYPTICASE SOY Yeast extract medium
4776,15700,253184,Myceligenerans xiligouense, TRYPTICASE SOY Yeast extract medium
4777,15177,76637,Mycetocola lacteus, TRYPTICASE SOY Yeast extract medium
4778,18580,331618,Mycetocola reblochoni, TRYPTICASE SOY Yeast extract medium
4779,15178,76636,Mycetocola saprophilus, TRYPTICASE SOY Yeast extract medium
4780,15179,76635,Mycetocola tolaasinivorans, TRYPTICASE SOY Yeast extract medium
4781,43507,36809,Mycobacterium abscessus subsp. abscessus, Peptone - MEAT EXTRACT - SOIL EXTRACT AGAR (PFE)
4782,45103,319705,Mycobacterium abscessus subsp. bolletii, MIDDELBROOK medium
4783,45058,470075,Mycobacterium aemonae, MIDDELBROOK medium
4784,44515,36811,Mycobacterium agri, MIDDELBROOK medium
4785,44147,1799,Mycobacterium aichiense, MIDDELBROOK medium
4786,45454,723879,Mycobacterium algericum, MIDDELBROOK medium
4787,45057,470074,Mycobacterium angelicum, MIDDELBROOK medium
4788,45407,318425,Mycobacterium aromaticivorans, MIDDELBROOK medium
4789,45069,425468,Mycobacterium arosiense, MIDDELBROOK medium
4790,44942,342002,Mycobacterium arupense, MIDDELBROOK medium
4791,44297,1790,Mycobacterium asiaticum, MIDDELBROOK medium
4792,45150,319707,Mycobacterium aubagnense, MIDDELBROOK medium
4793,6695,1791,Mycobacterium aurum, L?WENSTEIN-JENSEN medium
4794,44192,39687,Mycobacterium austroafricanum, L?WENSTEIN-JENSEN medium
4795,44156,44454,Mycobacterium avium subsp. avium, L?WENSTEIN-JENSEN medium
4796,44133,1770,Mycobacterium avium subsp. paratuberculosis, MEDIUM 780 MODIFIED FOR DSM 44133
4797,44175,44282,Mycobacterium avium subsp. silvaticum, MIDDELBROOK medium
4798,45578,564198,Mycobacterium bacteremicum, MIDDELBROOK medium
4799,44677,146017,Mycobacterium boenickei, MIDDELBROOK medium
4800,44277,56425,Mycobacterium bohemicum, MIDDELBROOK medium
4801,44536,84962,Mycobacterium botniense, MEDIUM 911 MODIFIED FOR DSM 44536
4802,43990,1765,Mycobacterium bovis, L?WENSTEIN-JENSEN medium
4803,44624,43348,Mycobacterium branderi, MIDDELBROOK medium
4804,44680,146020,Mycobacterium brisbanense, MEDIUM 645 MODIFIED FOR DSM 44680
4805,44177,85968,Mycobacterium brumae, L?WENSTEIN-JENSEN medium
4806,44828,228230,Mycobacterium canariasense, MIDDELBROOK medium
4807,44243,28045,Mycobacterium celatum, MYCOBACTERIUM medium
4808,43804,1774,Mycobacterium chelonae subsp. chelonae, L?WENSTEIN-JENSEN medium
4809,44159,null,Mycobacterium chelonae subsp. niacinogenes, L?WENSTEIN-JENSEN medium
4810,44623,222805,Mycobacterium chimaer, MIDDELBROOK medium
4811,43534,1792,Mycobacterium chitae, L?WENSTEIN-JENSEN medium
4812,43826,37916,Mycobacterium chlorophenolicum, TRYPTICASE SOY BROTH AGAR
4813,44219,1800,Mycobacterium chubuense, L?WENSTEIN-JENSEN medium
4814,45105,339268,Mycobacterium colombiense, MIDDELBROOK medium
4815,45102,451644,Mycobacterium conceptionense, COLUMBIA BLOOD medium
4816,44017,28047,Mycobacterium confluentis, L?WENSTEIN-JENSEN medium
4817,44136,44010,Mycobacterium conspicuum, L?WENSTEIN-JENSEN medium
4818,43922,1775,Mycobacterium cookii, L?WENSTEIN-JENSEN medium
4819,44829,258533,Mycobacterium cosmeticum, MIDDELBROOK medium
4820,45433,388459,Mycobacterium crocinum, MIDDELBROOK medium
4821,43521,1801,Mycobacterium diernhoferi, L?WENSTEIN-JENSEN medium
4822,44339,126673,Mycobacterium doricum, MEDIUM 354 MODIFIED FOR DSM 44339
4823,43543,39688,Mycobacterium duvalii, L?WENSTEIN-JENSEN medium
4824,44368,81858,Mycobacterium elephantis, MIDDELBROOK medium
4825,45397,761804,Mycobacterium europaeum, MIDDELBROOK medium
4826,44179,1793,Mycobacterium fallax, Peptone MEAT EXTRACT GLYCEROL AGAR
4827,43649,1802,Mycobacterium farcinogenes, L?WENSTEIN-JENSEN medium
4828,43991,1776,Mycobacterium flavescens, L?WENSTEIN-JENSEN medium
4829,44852,292462,Mycobacterium florentinum, L?WENSTEIN-JENSEN medium
4830,44556,258505,Mycobacterium fluoranthenivorans, MIDDELBROOK medium
4831,44220,144550,Mycobacterium fortuitum subsp. acetamidolyticum, L?WENSTEIN-JENSEN medium
4832,43076,144549,Mycobacterium fortuitum subsp. fortuitum, L?WENSTEIN-JENSEN medium
4833,45275,117567,Mycobacterium frederiksbergense, MIDDELBROOK medium
4834,44077,1794,Mycobacterium gadium, L?WENSTEIN-JENSEN medium
4835,43505,1777,Mycobacterium gastri, L?WENSTEIN-JENSEN medium
4836,43546,1804,Mycobacterium gilvum, L?WENSTEIN-JENSEN medium
4837,43509,1778,Mycobacterium gordonae, L?WENSTEIN-JENSEN medium
4838,44833,228909,Mycobacterium hackensackense, L?WENSTEIN-JENSEN medium
4839,44634,29311,Mycobacterium haemophilum, HEMIN medium FOR MYCOBACTERIUM
4840,44199,46351,Mycobacterium hassiacum, MIDDELBROOK medium
4841,44483,110505,Mycobacterium heckeshornense, MEDIUM 645 MODIFIED FOR DSM 44483
4842,44471,53376,Mycobacterium heidelbergense, L?WENSTEIN-JENSEN medium
4843,44241,29314,Mycobacterium hiberniae, MIDDELBROOK medium
4844,44183,49897,Mycobacterium hodleri, Peptone MEAT EXTRACT GLYCEROL AGAR
4845,44478,152142,Mycobacterium holsaticum, MIDDELBROOK medium
4846,44676,146021,Mycobacterium houstonense, MIDDELBROOK medium
4847,45595,83262,Mycobacterium immunogenum, MYCOBACTERIUM medium
4848,45131,444597,Mycobacterium insubricum, MIDDELBROOK medium
4849,44064,33895,Mycobacterium interjectum, L?WENSTEIN-JENSEN medium
4850,44049,28445,Mycobacterium intermedium, L?WENSTEIN-JENSEN medium
4851,44161,1767,Mycobacterium intracellulare, L?WENSTEIN-JENSEN medium
4852,43501,1768,Mycobacterium kansasii, L?WENSTEIN-JENSEN medium
4853,44078,1779,Mycobacterium komossense, L?WENSTEIN-JENSEN medium
4854,45576,null,Mycobacterium koreense, MIDDELBROOK medium
4855,44627,120959,Mycobacterium kubicae, MIDDELBROOK medium
4856,45093,354243,Mycobacterium kumamotonense, MIDDELBROOK medium
4857,45166,487514,Mycobacterium kyorinense, MIDDELBROOK medium
4858,44577,169765,Mycobacterium lacus, MIDDELBROOK medium
4859,44420,141349,Mycobacterium lentiflavum, MIDDELBROOK medium
4860,45785,null,Mycobacterium litorale, MIDDELBROOK medium
4861,45343,280871,Mycobacterium llatzerense, MIDDELBROOK medium
4862,44641,212765,Mycobacterium madagascariense, L?WENSTEIN-JENSEN medium
4863,44477,53462,Mycobacterium mageritense, L?WENSTEIN-JENSEN medium
4864,44163,1780,Mycobacterium malmoense, MIDDELBROOK medium
4865,44615,190147,Mycobacterium manitobense, MIDDELBROOK medium
4866,45255,560555,Mycobacterium mantenii, MIDDELBROOK medium
4867,43519,1781,Mycobacterium marinum, Peptone - MEAT EXTRACT - SOIL EXTRACT AGAR (PFE)
4868,45437,701042,Mycobacterium marseillense, MIDDELBROOK medium
4869,44395,85693,Mycobacterium monacense, MYCOBACTERIUM medium
4870,44602,154654,Mycobacterium montefiorense, MIDDELBROOK medium
4871,44221,39691,Mycobacterium moriokaense, L?WENSTEIN-JENSEN medium
4872,44124,56689,Mycobacterium mucogenicum, L?WENSTEIN-JENSEN medium
4873,44340,182220,Mycobacterium murale, Peptone MEAT EXTRACT GLYCEROL AGAR
4874,44803,244292,Mycobacterium nebraskense, MIDDELBROOK medium
4875,44756,242737,Mycobacterium neglectum, L?WENSTEIN-JENSEN medium
4876,43993,1795,Mycobacterium neoaurum, L?WENSTEIN-JENSEN medium
4877,44679,146018,Mycobacterium neworleansense, MIDDELBROOK medium
4878,44164,1782,Mycobacterium nonchromogenicum, Peptone MEAT EXTRACT GLYCEROL AGAR
4879,45145,459858,Mycobacterium noviomagense, MIDDELBROOK medium
4880,44203,59813,Mycobacterium novocastrense, MIDDELBROOK medium
4881,44075,1807,Mycobacterium obuense,  For DSM 3247
4882,45404,370524,Mycobacterium pallens, MIDDELBROOK medium
4883,44572,153971,Mycobacterium palustre, MIDDELBROOK medium
4884,44181,53378,Mycobacterium paraffinicum, MIDDELBROOK medium
4885,1381,39692,Mycobacterium parafortuitum, L?WENSTEIN-JENSEN medium
4886,44648,240125,Mycobacterium parascrofulaceum, MIDDELBROOK medium
4887,45000,590652,Mycobacterium paraseoulense, MIDDELBROOK medium
