,id,name,complex_medium,source,link,min_pH,max_pH,reference,description
1559,1469,THERMOCHROMATIUM/ALLOCHROMATIUM MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1469.pdf,7.0,7.0,,
1560,1470,MODIFIED CASTENHOLZ MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1470.pdf,8.2,8.2,,
1561,1471,PEPTONE BROTH,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1471.pdf,,,,
1562,1472,MODIFIED TRYPTONE SOYA BROTH,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1472.pdf,10.5,10.5,,
1563,1473,PLANTOMYCETACEAE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1473.pdf,5.8,6.2,,
1564,1474,PROLIXIBACTER MEDIUM GYSW,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1474.pdf,7.0,7.0,,
1565,1475,METALLIBACTERIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1475.pdf,5.0,5.0,,
1566,1476,SALIMESOPHILOBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1476.pdf,7.3,7.5,,
1567,1477,CALORAMATOR QUIMBAYENSIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1477.pdf,7.0,7.2,,
1568,1478,NATRANAEROARCHAEUM MEDIUM AARC1,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1478.pdf,3.0,4.0,,
1569,1479,HALODESULFURIARCHAEUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1479.pdf,,,,
1570,1480,MODIFIED TRYPTONE SOYA BROTH,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1480.pdf,10.5,10.5,,
1571,1481,HALOFERAX MEDIUM RS75,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1481.pdf,6.8,6.8,,
1572,1482,ARHODOMONAS MEDIUM RS91,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1482.pdf,6.5,7.5,,
1573,1483,HALARCHAEUM MEDIUM RS94,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1483.pdf,7.1,7.1,,
1574,1484,Glycerol-Yeast extract-Peptone Medium,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1484.pdf,7.2,7.2,,
1575,1485,DESULFONATRONUM ALKALITOLERANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1485.pdf,8.7,9.0,,
1576,1486,GBS salts modified for Thermocrinis jamiesonii,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1486.pdf,7.2,7.3,,
1577,1487,MAGNETOVIBRIO MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1487.pdf,7.0,7.2,,
1578,1488,METHYLOCEANUS CENITEPIDUS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1488.pdf,,,,
1579,1489,TSB-GLUCOSE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1489.pdf,6.5,6.5,,
1580,1490,DESULFOVECTIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1490.pdf,6.8,7.0,,
1581,1491,CYCLONATRONUM PROTEIVORANS MEDIUM (OMEGA),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1491.pdf,10.0,10.1,,
1582,1492,HALF STRENGTH R2A,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1492.pdf,7.2,7.2,,
1583,1493,VERRUCOMICROBIA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1493.pdf,7.0,7.0,,
1584,1494,. OMIZ-PAT Medium (modified),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1494.pdf,6.9,6.9,,
1585,1495,AQUASPIRILLUM MEDIUM II,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1495.pdf,7.4,7.6,,
1586,1496,PGY MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1496.pdf,7.0,7.0,,
1587,1497,HALOARCHAEUM SALINUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1497.pdf,5.5,5.5,,
1588,1498,PE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1498.pdf,7.5,7.5,,
1589,1499,GW3 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1499.pdf,7.0,7.5,,
1590,1500,ACANTHAMOEBA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1500.pdf,6.5,6.5,,
1591,1501,METHYLOCALDUM MARINUM MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1501.pdf,,,,
1592,1502,METHYLOBACTER MEDIUM M10 XCF,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1502.pdf,8.0,8.4,,
1593,1503,CULTIVATION MEDIUM FOR CHLAMYDOPHILA PECORUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1503.pdf,,,,
1594,1504,CM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1504.pdf,7.4,7.4,,
1595,1505,PROTEINIVORAX MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1505.pdf,8.5,9.0,,
1596,1505a,PROTEINIVORAX HYDROGENIFORMANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1505a.pdf,8.5,9.0,,
1597,1506,HIGH MAGNESIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1506.pdf,7.3,7.3,,
1598,1508,CALDERIHABITANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1508.pdf,7.3,7.5,,
1599,1509,NB-PYRUVATE AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1509.pdf,7.0,7.0,,
1600,1510,MODIFIED MEDIUM 514 FOR HALOMONAS SP.,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1510.pdf,7.5,7.5,,
1601,1511,PLANTOMYCETACEAE MEDIUM SBP2,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1511.pdf,7.6,8.0,,
1602,1512,SCGYEM- MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1512.pdf,,,,
1603,1513,SULFURIMONAS GOTLANDICA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1513.pdf,7.3,7.5,,
1604,1514,Grace's Insect Medium,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1514.pdf,,,,
1605,1515,OCEANIRHABDUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1515.pdf,6.5,7.0,,
1606,1516,THERMOFILUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1516.pdf,5.8,6.2,,
1607,1517,MODIFIED BACTO MARINE BROTH (DIFCO 2216),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1517.pdf,7.4,7.8,,
1608,1518,TRYPTONE SOYA BROTH (TSB) WITH ADDITIONAL,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1518.pdf,7.2,7.5,,
1609,1519,HALLOBELLUS RUBER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1519.pdf,7.3,7.3,,
1610,1520,HALOPIGER MEDIUM (SG),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1520.pdf,8.0,8.0,,
1611,1521,ARCOBACTER ANAEROPHILUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1521.pdf,,,,
1612,1522,ACETOBACTER LAMBICUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1522.pdf,3.5,3.5,,
1613,1523,MODIFIED METHANOBACTERIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1523.pdf,6.8,7.0,,
1614,1524,PLANCTOMYCETES MEDIUM NH11,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1524.pdf,7.5,7.5,,
1615,1525,KALLOTENUE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1525.pdf,7.5,7.5,,
1616,1526,SALINISPIRA (L21 LS) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1526.pdf,7.3,7.5,,
1617,1526a,KIRITIMATIELLA (L21 LS) MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1526a.pdf,7.3,7.5,,
1618,1526b,KIRITIMATIELLA (TYG) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1526b.pdf,7.3,7.5,,
1619,1526c,DESULFOHALOVIBRIO (L21 LS) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1526c.pdf,7.3,7.5,,
1620,1526d,LIMISALSIVIBRIO (L21 LS) MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1526d.pdf,6.8,7.0,,
1621,1526e,LIMIHALOGLOBUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1526e.pdf,7.3,7.5,,
1622,1527,SEDIMENTISPHAERA (L21 HS) MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1527.pdf,7.5,7.5,,
1623,1527a,SALINIVIRGA (L21 HS) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1527a.pdf,7.3,7.5,,
1624,1528,HALOLAMINA MEDIUM (NOM-3),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1528.pdf,7.0,7.0,,
1625,1529,GEOGLOBUS AHANGARI MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1529.pdf,6.8,7.0,,
1626,1530,MODIFIED TRYPTONE SOY BROTH/AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1530.pdf,10.5,10.5,,
1627,1531,PLANCTOMYCES PYREFORMIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1531.pdf,5.8,6.5,,
1628,1532,ANTIBIOTIC MEDIUM 1,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1532.pdf,6.5,6.5,,
1629,1533,MARINIFILUM MEDIUM (IRD MEDIUM),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1533.pdf,7.0,7.0,,
1630,1534,MARINIFILUM MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1534.pdf,7.0,7.2,,
1631,1535,MEDIUM D (20.6%NACL),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1535.pdf,7.4,7.4,,
1632,1536,BAP+ MEDIUM FOR FRANKIA,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1536.pdf,6.3,6.3,,
1633,1537,SPIRIBACTER MEDIUM (830 + 12% Marine salts),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1537.pdf,7.0,7.2,,
1634,1538,ANAEROBACTERIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1538.pdf,,,,
1635,1539,THERMOTOGA PROFUNDA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1539.pdf,7.0,7.5,,
1636,1540,BHA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1540.pdf,7.6,8.0,,
1637,1541,SPHINGOBACTERIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1541.pdf,7.0,7.0,,
1638,1542,CY/H LIQUID MEDIUM FOR MYXOBACTERIA,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1542.pdf,7.4,7.4,,
1639,1543,GY - MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1543.pdf,7.0,7.0,,
1640,1544,. PIRELLULA MEDIUM (M30),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1544.pdf,7.5,7.5,,
1641,1545,MODIFIED YMA MEDIUM (HAMBI),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1545.pdf,7.0,7.0,,
1642,1546,ALIFODINIBIUS MEDIUM (TSA mod),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1546.pdf,7.0,7.0,,
1643,1547,MICROVIRGA MEDIUM (HV12),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1547.pdf,7.4,7.4,,
1644,1548,HALOARCULA MEDIUM (NT),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1548.pdf,7.2,7.2,,
1645,1549,HALOCOCCUS MEDIUM (NTYE),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1549.pdf,7.2,7.2,,
1646,1550,EX-LM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1550.pdf,,,,
1647,1551,948 (OXOID NUTRIENT BROTH) WITH ADDITONAL SALT,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1551.pdf,,,,
1648,1552,AIDINGIMONAS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1552.pdf,7.2,7.2,,
1649,1553,MICROVIRGA FLOCULATUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1553.pdf,7.0,7.0,,
1650,1555,Medium for tick cells (Rickettsia),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1555.pdf,7.5,7.5,,
1651,1556,BM7 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1556.pdf,,,,
1652,1557,PALUDISPHAERA BOREALIS MEDIUM (PX4),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1557.pdf,5.8,6.5,,
1653,1559,TRYPTONE-STARCH MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1559.pdf,7.0,7.0,,
1654,1560,MARINES PLANCTOMYCES MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1560.pdf,7.5,7.5,,
1655,1560a,PLANCTOMYCES MEDIUM WITH DOUBLE CONCENTRATED ARTIFICAL SEA WATER,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1560a.pdf,7.5,7.5,,
1656,1561,Medium for broad range phototrophic bacteria,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1561.pdf,7.5,7.5,,
1657,1562,MODIFIED THERMUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1562.pdf,6.0,7.0,,
1658,1563,SEA WATER LURIA BERTANI MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1563.pdf,8.0,8.0,,
1659,1564,HAHA100-MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1564.pdf,7.5,7.5,,
1660,1565,ALKALIPHILUS TRANSVAALENSIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1565.pdf,9.8,10.0,,
1661,1566,HAHA100 V MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1566.pdf,7.5,7.5,,
1662,1567,METHYLOPROFUNDUS SEDIMENTI MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1567.pdf,,,,
1663,1568,MEDIUM FOR METHYLOCALDUM (RS11D-PR),0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1568.pdf,7.0,7.0,,
1664,1569,ORENIA CHITINITROPHA,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1569.pdf,,,,
1665,1570,THIOGRANUM MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1570.pdf,6.7,6.7,,
1666,1571,MICROBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1571.pdf,5.5,5.5,,
1667,1572,HMD-MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1572.pdf,7.0,7.5,,
1668,1573,T 5 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1573.pdf,7.0,7.0,,
1669,1577,SPOROHALOBACTER SALINUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1577.pdf,6.8,7.0,,
1670,1578,1/10 R2A MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1578.pdf,7.2,7.2,,
1671,1579,PYROBACULUM FERRIREDUCENS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1579.pdf,6.5,6.8,,
1672,1580,MODIFIED EGGERTH-GAGNON MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1580.pdf,,,,
1673,1581,ALKALINE VOGESELLA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1581.pdf,8.0,8.0,,
1674,1582,MELISSOCOCCUS PLUTONIUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1582.pdf,6.6,6.6,,
1675,1583,MEDIUM FOR AMMONIA OXIDIZING BACTERIA (STRAINS FROM SOIL),0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1583.pdf,7.8,7.8,,
1676,1584,DESULFUROMONAS CARBONIS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1584.pdf,7.0,7.2,,
1677,1585,SULFURIFERULA MULTIVORANS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1585.pdf,6.5,7.0,,
1678,1585a,SULFURIFERULA THIOPHILA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1585a.pdf,6.5,6.5,,
1679,1586,ISP2 MODIFIED MEDIUM FOR METHYLIBIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1586.pdf,7.2,7.2,,
1680,1587,MSV MEDIUM FOR TETRACOCCUS CECHII,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1587.pdf,,,,
1681,1588,BRADYMONAS SEDIMINIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1588.pdf,7.8,7.8,,
1682,1589,modified BAP+ (GFS) MEDIUM FOR FRANKIA,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1589.pdf,6.3,6.3,,
1683,1590,modified BAP+ (PAGFS) MEDIUM FOR FRANKIA,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1590.pdf,6.3,6.3,,
1684,1591,L-15B Tick Cell Medium,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1591.pdf,,,dsmz.de/fileadmin/Bereiche/Microbiology/Dateien/Kultivierungshinweise/TickCellCultureMethods-4.pdf,
1685,1592,Cyanobacteria Medium BG11-,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1592.pdf,,,,
1686,1593,Cyanobacteria Medium BG11+,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1593.pdf,,,,
1687,1593a,Cyanobacteria Medium BG11+ (TES buffered),1,DSMZ,,8.0,8.0,,
1688,1594,MEDIUM S FOR RHIZORHABDUS,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1594.pdf,7.2,7.2,,
1689,1595,CM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1595.pdf,7.0,7.2,,
1690,1596,METHANOCALCULUS ALKALIPHILUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1596.pdf,9.5,9.5,,
1691,1597,METHANOSALSUM NATRONOPHILUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1597.pdf,9.5,9.5,,
1692,1597a,METHANONATRONARCHAEUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1597a.pdf,9.5,9.5,,
1693,1597b,NATRANAEROFABA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1597b.pdf,9.5,9.5,,
1694,1598,VERRUCOMICROBIUM CANDIDATUS MEDIUM (KAM1),0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1598.pdf,3.5,3.5,,
1695,1599,CONTUBERNALIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1599.pdf,9.5,9.7,,
1696,1600,FRANCISELLA PERSICA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1600.pdf,6.8,6.8,,
1697,1601,MODIFIED M13 VERRUCOMICROBIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1601.pdf,,,,
1698,1602,CY/3-SEAWATER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1602.pdf,7.5,7.5,,
1699,1603,ACETOBACTER MUSTI MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1603.pdf,,,,
1700,1604,ATHALASSOTOGA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1604.pdf,6.0,6.0,,
1701,1605,HLH-700 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1605.pdf,8.0,8.0,,
1702,1606,RUBROBACTER CARBOXYDOVORANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1606.pdf,8.0,8.0,,
1703,1607,SIMPLICISPIRA MEDIUM (PYG),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1607.pdf,7.2,7.2,,
1704,1608,METHYLOPHILA MEDIUM (YIM 38),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1608.pdf,7.5,7.5,,
1705,1609,HEART INFUSION BLOOD AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1609.pdf,7.0,7.4,,
1706,1610,METHYLOCEANIBACTER MEDIUM (NaCl-dANMS),0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1610.pdf,7.8,7.8,,
1707,1611,YCFA MEDIUM (modified),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1611.pdf,6.7,6.8,,
1708,1613,FLOUR MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1613.pdf,7.0,7.0,,
1709,1614,AMB MEDIUM FOR RACEMICYSTIS SPP.,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1614.pdf,7.2,7.2,,
1710,1615,Basic mineral medium,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1615.pdf,7.0,7.2,,
1711,1616,SEDIMENTIBACTER ACIDAMINIVORANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1616.pdf,7.2,7.2,,
1712,1617,TRYPTIC SOY BROTH MEDIUM (SIGMA T8907-1KG),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1617.pdf,7.3,7.3,,
1713,1618,TRYPTONE YEAST EXTRACT GLUCOSE MEDIUM (TYG),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1618.pdf,7.0,7.0,,
1714,1619,ISP 7 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1619.pdf,,,,
1715,1620,POLYMORHOBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1620.pdf,,,,
1716,1621,MARINIBACTRUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1621.pdf,,,,
1717,1622,RUGOSIBACTER MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1622.pdf,6.8,7.2,,
1718,1623,HALF-CONCENTRATED LB (Luria-Bertani) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1623.pdf,7.0,7.0,,
1719,1624,METHYLOPHAGA MURALIS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1624.pdf,9.0,9.0,,
1720,1625,TAP WATER YEAST EXTRACT MEDIUM (TWYE),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1625.pdf,,,,
1721,1626,YEAST EXTRACT MANITOL MEDIUM (YEM),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1626.pdf,7.0,7.0,,
1722,1627,ACIDIBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1627.pdf,5.0,5.0,,
1723,1628,M408 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1628.pdf,7.0,7.0,,
